,Title,Year,Genre,Awards,Metascore,BoxOffice
1445,Stomp the Yard,2007,"Drama, Music, Romance",9 nominations.,44,"$61,356,221"
1446,My Blueberry Nights,2007,"Drama, Romance",4 nominations.,52,"$724,907"
1447,September Dawn,2007,"Drama, History, Romance, Western",2 nominations.,25,"$1,059,110"
1441,Taxi to the Dark Side,2007,"Documentary, Crime, War",Won 1 Oscar. Another 10 wins & 4 nominations.,82,N/A
1448,Shrek the Third,2007,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 BAFTA Film Award. Another 5 wins & 15 nominations.,58,"$320,706,665"
1449,Savage Grace,2007,Drama,1 win & 2 nominations.,51,"$243,055"
1724,The Secret Life of Bees,2008,Drama,12 wins & 16 nominations.,57,"$37,665,012"
1732,Journey to Saturn,2008,"Animation, Action, Adventure, Comedy, Sci-Fi",2 nominations.,N/A,N/A
1722,Appaloosa,2008,"Crime, Drama, Romance, Western",4 wins.,64,"$20,157,730"
1731,Eagle Eye,2008,"Action, Mystery, Thriller",3 wins & 8 nominations.,43,"$101,111,837"
1729,The Class,2008,Drama,Nominated for 1 Oscar. Another 10 wins & 27 nominations.,92,"$3,700,000"
1726,Lakeview Terrace,2008,"Crime, Drama, Thriller",1 nomination.,47,"$39,263,506"
1727,My Best Friend's Girl,2008,"Comedy, Romance",1 nomination.,34,"$19,151,864"
1723,Miracle at St. Anna,2008,"Action, Drama, War",2 wins & 9 nominations.,37,"$7,756,328"
1725,Zack and Miri Make a Porno,2008,"Comedy, Romance",2 wins & 4 nominations.,56,"$31,382,624"
1728,Ghost Town,2008,"Comedy, Drama, Fantasy, Romance",3 wins & 2 nominations.,72,"$13,214,030"
1733,Fireproof,2008,"Drama, Romance",N/A,28,"$33,451,479"
1740,Good Dick,2008,"Comedy, Drama, Romance",1 win & 1 nomination.,54,N/A
1735,Choke,2008,"Comedy, Drama",2 wins & 6 nominations.,47,"$2,831,900"
1736,The Betrayed,2008,"Crime, Drama, Mystery",N/A,N/A,N/A
1737,Religulous,2008,"Documentary, Comedy, War",2 wins & 1 nomination.,56,"$12,995,673"
1738,How to Lose Friends & Alienate People,2008,"Biography, Comedy, Drama, Romance",N/A,35,"$2,458,092"
1739,Nick and Norah's Infinite Playlist,2008,"Comedy, Drama, Music, Romance",9 nominations.,64,"$31,487,293"
1741,An American Carol,2008,"Comedy, Fantasy",N/A,20,"$6,960,000"
1742,Beverly Hills Chihuahua,2008,"Adventure, Comedy, Drama, Family, Romance",2 wins & 7 nominations.,41,"$94,497,271"
1743,Rachel Getting Married,2008,"Drama, Romance",Nominated for 1 Oscar. Another 31 wins & 63 nominations.,82,"$12,748,504"
1721,Eden Lake,2008,"Horror, Thriller",9 wins & 6 nominations.,65,N/A
1744,City of Ember,2008,"Adventure, Family, Fantasy, Sci-Fi",6 nominations.,58,"$7,800,000"
1745,Bronson,2008,"Action, Biography, Crime, Drama",3 wins & 6 nominations.,71,"$100,000"
1734,The Lucky Ones,2008,"Comedy, Drama, War",N/A,53,"$183,088"
1720,The Women,2008,"Comedy, Drama",4 wins & 4 nominations.,27,"$26,814,683"
1700,Vicky Cristina Barcelona,2008,"Drama, Romance",Won 1 Oscar. Another 31 wins & 53 nominations.,70,"$23,164,041"
1718,Fifty Dead Men Walking,2008,"Crime, Drama, Thriller",7 wins & 6 nominations.,57,"$1,748,442"
1746,The Express,2008,"Biography, Drama, Sport",1 win & 3 nominations.,58,"$9,589,875"
1694,The Sisterhood of the Traveling Pants 2,2008,"Comedy, Drama, Romance",1 nomination.,63,"$44,029,972"
1693,Bottle Shock,2008,"Comedy, Drama",1 win.,56,"$3,939,185"
1695,Pineapple Express,2008,"Action, Comedy, Crime",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,64,N/A
1696,The Midnight Meat Train,2008,"Horror, Mystery",2 wins & 6 nominations.,58,"$34,394"
1697,Adam Resurrected,2008,"Drama, War",1 win.,58,N/A
1698,Tropic Thunder,2008,"Action, Adventure, Comedy, War",Nominated for 1 Oscar. Another 10 wins & 43 nominations.,71,"$110,416,702"
1699,Mirrors,2008,"Horror, Mystery",2 nominations.,35,"$30,575,158"
1701,The Rocker,2008,"Comedy, Music",N/A,53,"$6,339,401"
1702,Babylon A.D.,2008,"Action, Adventure, Sci-Fi, Thriller",1 nomination.,26,"$22,489,779"
1703,Bangkok Dangerous,2008,"Action, Crime, Thriller",1 nomination.,24,"$15,195,406"
1704,The House Bunny,2008,"Comedy, Romance",2 nominations.,55,"$48,237,389"
1705,The Longshots,2008,"Biography, Comedy, Drama, Family, Sport",2 nominations.,52,"$11,389,715"
1706,Death Race,2008,"Action, Sci-Fi, Thriller",1 win & 5 nominations.,43,"$36,064,910"
1707,College,2008,Comedy,N/A,15,"$4,700,000"
1708,Disaster Movie,2008,Comedy,1 win & 6 nominations.,15,"$14,174,654"
1709,RocknRolla,2008,"Action, Crime, Thriller",1 win & 5 nominations.,53,"$5,665,302"
1710,The Duchess,2008,"Biography, Drama, History, Romance",Won 1 Oscar. Another 7 wins & 21 nominations.,62,"$13,800,000"
1711,Burn After Reading,2008,"Comedy, Crime, Drama, Thriller",Nominated for 2 Golden Globes. Another 5 wins & 27 nominations.,63,"$60,338,891"
1712,"Surfer, Dude",2008,Comedy,N/A,16,N/A
1713,Flash of Genius,2008,"Biography, Drama",1 win.,57,"$4,234,040"
1714,"Food, Inc.",2008,Documentary,Nominated for 1 Oscar. Another 7 wins & 19 nominations.,80,"$4,238,694"
1715,The Wrestler,2008,"Drama, Sport",Nominated for 2 Oscars. Another 57 wins & 86 nominations.,81,"$26,136,413"
1716,The Brothers Bloom,2008,"Action, Adventure, Comedy, Crime, Drama, Romance",3 nominations.,55,"$3,479,844"
1717,Pride and Glory,2008,"Crime, Drama, Thriller",2 nominations.,45,"$15,709,385"
1719,Righteous Kill,2008,"Crime, Drama, Mystery, Thriller",1 win & 2 nominations.,36,"$39,983,772"
1747,Quarantine,2008,"Horror, Thriller",6 nominations.,53,"$31,691,811"
1791,The Yellow Handkerchief,2008,"Drama, Romance",N/A,62,"$229,550"
1692,Swing Vote,2008,"Comedy, Drama",1 nomination.,47,"$16,229,781"
1775,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",Won 3 Oscars. Another 77 wins & 155 nominations.,70,"$127,490,802"
1776,Four Christmases,2008,"Comedy, Drama, Romance",1 win & 1 nomination.,41,"$120,100,000"
1777,Milk,2008,"Biography, Drama",Won 2 Oscars. Another 61 wins & 141 nominations.,84,"$31,716,847"
1778,Doubt,2008,"Drama, Mystery",Nominated for 5 Oscars. Another 26 wins & 88 nominations.,68,"$33,422,556"
1780,Extreme Movie,2008,Comedy,N/A,N/A,N/A
1781,Punisher: War Zone,2008,"Action, Adventure, Crime, Drama, Thriller",1 win & 1 nomination.,30,"$7,948,159"
1782,Cadillac Records,2008,"Biography, Drama, Music",Nominated for 1 Golden Globe. Another 7 wins & 22 nominations.,65,"$8,134,217"
1783,Yes Man,2008,"Comedy, Romance",3 wins & 8 nominations.,46,"$97,600,000"
1784,Gran Torino,2008,Drama,Nominated for 1 Golden Globe. Another 20 wins & 17 nominations.,72,"$148,055,047"
1785,The Day the Earth Stood Still,2008,"Drama, Sci-Fi, Thriller",3 wins & 5 nominations.,40,"$79,136,963"
1786,The Reader,2008,"Drama, Romance",Won 1 Oscar. Another 25 wins & 47 nominations.,58,"$34,111,418"
1774,Bolt,2008,"Animation, Adventure, Comedy, Drama, Family",Nominated for 1 Oscar. Another 1 win & 30 nominations.,67,"$114,053,579"
1787,Sleep Dealer,2008,"Drama, Romance, Sci-Fi, Thriller",5 wins & 7 nominations.,59,"$35,050"
1790,Delgo,2008,"Animation, Adventure, Comedy, Family, Fantasy, Romance",N/A,27,"$511,920"
1793,Seven Pounds,2008,"Drama, Romance",5 wins & 6 nominations.,36,"$69,951,824"
1794,Revolutionary Road,2008,"Drama, Romance",Nominated for 3 Oscars. Another 19 wins & 67 nominations.,69,"$22,877,808"
1795,The Tale of Despereaux,2008,"Animation, Adventure, Comedy, Family, Fantasy",1 win & 8 nominations.,53,"$50,818,750"
1796,Free Style,2008,Drama,N/A,N/A,"$97,764"
1797,Bedtime Stories,2008,"Comedy, Family, Fantasy, Romance",2 wins & 5 nominations.,33,"$109,993,847"
1799,The Spirit,2008,"Action, Crime, Fantasy, Thriller",2 nominations.,30,"$19,781,879"
1800,Valkyrie,2008,"Drama, History, Thriller, War",2 wins & 11 nominations.,56,"$82,989,109"
1842,Pontypool,2008,"Fantasy, Horror, Thriller",1 win & 10 nominations.,54,N/A
2742,21,2008,"Crime, Drama, History, Thriller",1 win & 5 nominations.,48,"$81,159,365"
2361,August,2008,Drama,N/A,39,N/A
1789,Inkheart,2008,"Adventure, Family, Fantasy",1 win.,N/A,"$17,281,832"
1748,Body of Lies,2008,"Action, Drama, Thriller",2 nominations.,57,"$39,380,442"
1773,Twilight,2008,"Drama, Fantasy, Romance",29 wins & 15 nominations.,56,"$191,449,475"
1771,Australia,2008,"Adventure, Comedy, Drama, Romance, War, Western",Nominated for 1 Oscar. Another 11 wins & 35 nominations.,53,"$49,420,849"
3223,Childless,2008,Drama,1 win.,N/A,N/A
1749,Call + Response,2008,"Documentary, History, Music",N/A,43,N/A
1750,The Hurt Locker,2008,"Drama, Thriller, War",Won 6 Oscars. Another 117 wins & 126 nominations.,94,"$15,700,000"
1751,Max Payne,2008,"Action, Crime, Drama, Mystery, Thriller",1 nomination.,31,"$40,632,110"
1752,Frost/Nixon,2008,"Biography, Drama, History",Nominated for 5 Oscars. Another 21 wins & 71 nominations.,80,"$18,600,000"
1753,Train,2008,"Horror, Thriller",N/A,N/A,N/A
2029,Me and Orson Welles,2008,"Comedy, Drama",Nominated for 1 BAFTA Film Award. Another 5 wins & 26 nominations.,73,"$1,070,524"
1754,Sex Drive,2008,"Adventure, Comedy, Romance",N/A,49,"$8,364,827"
1755,W.,2008,"Biography, Comedy, Drama, History",1 win & 7 nominations.,56,"$25,517,500"
1756,What Just Happened,2008,"Comedy, Drama",1 nomination.,N/A,"$1,043,419"
1757,Passchendaele,2008,"Drama, History, Romance, War",11 wins & 5 nominations.,N/A,N/A
1772,Two Lovers,2008,"Drama, Romance",3 wins & 17 nominations.,74,"$2,997,417"
1758,Sunday School Musical,2008,"Drama, Musical",N/A,N/A,N/A
2667,Middle of Nowhere,2008,"Comedy, Drama, Romance",1 nomination.,N/A,N/A
1760,Saw V,2008,"Crime, Horror, Mystery, Thriller",1 win & 1 nomination.,20,"$56,729,973"
1761,"Synecdoche, New York",2008,"Comedy, Drama",8 wins & 28 nominations.,67,"$3,000,000"
1762,Roadside Romeo,2008,"Animation, Adventure, Comedy, Family, Fantasy, Romance",2 wins & 1 nomination.,N/A,"$41,770"
1763,The Other End of the Line,2008,"Comedy, Drama, Romance",N/A,40,"$59,078"
1764,Madagascar: Escape 2 Africa,2008,"Animation, Adventure, Comedy, Family",3 wins & 11 nominations.,61,"$179,982,968"
1765,Quantum of Solace,2008,"Action, Adventure, Thriller",Nominated for 2 BAFTA Film Awards. Another 4 wins & 30 nominations.,58,"$168,400,000"
1766,The Haunting of Molly Hartley,2008,"Drama, Horror, Thriller",1 nomination.,28,"$13,350,177"
1767,The Informers,2008,"Crime, Drama, Thriller",N/A,20,N/A
1768,Soul Men,2008,"Comedy, Drama, Music",3 nominations.,49,"$11,966,888"
1769,Fuel,2008,Documentary,1 nomination.,50,N/A
1759,High School Musical 3: Senior Year,2008,"Comedy, Drama, Family, Music, Musical, Romance",8 wins & 9 nominations.,57,"$90,535,406"
1691,Frozen River,2008,"Crime, Drama",Nominated for 2 Oscars. Another 32 wins & 37 nominations.,82,"$2,061,019"
1730,The Baader Meinhof Complex,2008,"Action, Biography, Crime, Drama",Nominated for 1 Oscar. Another 4 wins & 20 nominations.,76,"$296,294"
1689,Man on Wire,2008,"Documentary, Biography",Won 1 Oscar. Another 45 wins & 11 nominations.,89,"$2,600,296"
1604,The Cottage,2008,"Comedy, Crime, Horror, Thriller",4 nominations.,N/A,N/A
1605,"Definitely, Maybe",2008,"Comedy, Drama, Romance",1 win & 1 nomination.,59,"$32,000,000"
1606,"Welcome Home, Roscoe Jenkins",2008,"Comedy, Romance",N/A,46,"$42,168,445"
1607,In Bruges,2008,"Comedy, Crime, Drama, Thriller",Nominated for 1 Oscar. Another 24 wins & 53 nominations.,67,"$7,550,836"
1608,Jumper,2008,"Action, Adventure, Sci-Fi, Thriller",2 wins & 4 nominations.,35,"$80,055,499"
1609,Gangster's Paradise: Jerusalema,2008,"Action, Crime, Drama",6 wins & 1 nomination.,53,N/A
1610,Standard Operating Procedure,2008,"Documentary, Crime, War",2 wins & 18 nominations.,70,N/A
1611,The Spiderwick Chronicles,2008,"Adventure, Family, Fantasy",2 wins & 8 nominations.,62,"$71,148,699"
1612,Step Up 2: The Streets,2008,"Drama, Music, Romance",2 wins & 3 nominations.,50,"$58,006,147"
1615,Taken,2008,"Action, Crime, Thriller",2 wins & 2 nominations.,50,"$144,924,285"
1616,Witless Protection,2008,"Comedy, Crime",4 nominations.,17,"$4,131,640"
1618,The Other Boleyn Girl,2008,"Biography, Drama, History, Romance",3 nominations.,50,"$26,800,000"
1619,The Bank Job,2008,"Crime, Drama, Romance, Thriller",3 nominations.,69,"$30,028,592"
1620,Semi-Pro,2008,"Comedy, Sport",1 win & 4 nominations.,47,"$33,370,443"
1621,Never Back Down,2008,"Action, Drama, Sport",1 win.,39,"$24,767,490"
1623,The Wave,2008,"Drama, Thriller",9 wins & 8 nominations.,N/A,N/A
1624,Stargate: The Ark of Truth,2008,"Action, Adventure, Drama, Fantasy, Sci-Fi",N/A,N/A,N/A
1625,Doomsday,2008,"Action, Sci-Fi, Thriller",1 nomination.,51,"$10,955,425"
1626,Dragon Hunters,2008,"Animation, Action, Adventure, Comedy, Family, Fantasy",1 nomination.,N/A,N/A
1627,Drillbit Taylor,2008,"Comedy, Drama",1 win & 2 nominations.,41,"$32,853,640"
1630,Leatherheads,2008,"Comedy, Drama, Romance, Sport",1 win & 3 nominations.,56,"$31,199,215"
1632,Superhero Movie,2008,"Action, Comedy",1 win.,33,"$25,815,447"
1633,21,2008,"Crime, Drama, History, Thriller",1 win & 5 nominations.,48,"$81,159,365"
1603,Fool's Gold,2008,"Action, Adventure, Comedy, Romance, Thriller",5 nominations.,29,"$70,158,206"
1634,Stop-Loss,2008,"Drama, War",2 wins & 5 nominations.,61,"$10,796,776"
1602,Shine a Light,2008,"Documentary, Biography, Music",4 nominations.,76,"$5,300,000"
1599,The Eye,2008,"Horror, Mystery",2 wins & 3 nominations.,36,"$31,400,000"
1574,Easy Virtue,2008,"Comedy, Romance",2 wins & 6 nominations.,58,"$2,600,000"
1575,Yesterday Was a Lie,2008,"Drama, Music, Mystery",11 wins.,N/A,N/A
1576,"Lovely, Still",2008,"Drama, Romance",3 nominations.,57,"$124,720"
803,Harold,2008,Comedy,N/A,10,N/A
1577,Harrison Montgomery,2008,Drama,4 wins & 2 nominations.,N/A,N/A
1579,One Missed Call,2008,"Horror, Mystery",2 nominations.,24,"$26,812,746"
1580,Welcome to the Sticks,2008,"Comedy, Romance",4 wins & 7 nominations.,N/A,N/A
1581,27 Dresses,2008,"Comedy, Romance",5 wins & 3 nominations.,47,"$76,800,000"
1583,Asterix at the Olympic Games,2008,"Adventure, Comedy, Family, Fantasy",N/A,N/A,N/A
1584,Cloverfield,2008,"Action, Horror, Sci-Fi, Thriller",5 wins & 27 nominations.,64,"$79,952,254"
1585,Mad Money,2008,"Comedy, Crime, Thriller",2 nominations.,41,"$20,536,106"
1586,Sunshine Cleaning,2008,"Comedy, Drama",2 wins & 6 nominations.,61,"$12,033,702"
1587,The Oxford Murders,2008,"Crime, Mystery, Thriller",6 wins & 5 nominations.,N/A,"$3,607"
1588,Transsiberian,2008,"Crime, Drama, Mystery, Thriller",2 wins & 11 nominations.,72,"$2,026,565"
1589,Be Kind Rewind,2008,Comedy,4 nominations.,52,"$11,200,000"
1590,Baghead,2008,"Comedy, Drama, Horror, Romance",N/A,62,N/A
1591,Hamlet 2,2008,"Comedy, Music",3 nominations.,54,"$4,784,111"
1592,Untraceable,2008,"Crime, Mystery, Thriller",1 win.,32,"$28,687,835"
1593,Meet the Spartans,2008,Comedy,6 nominations.,9,"$38,200,000"
1595,Changeling,2008,"Biography, Crime, Drama, History, Mystery, Thriller",Nominated for 3 Oscars. Another 13 wins & 47 nominations.,63,"$35,707,327"
1596,CJ7,2008,"Comedy, Drama, Family, Sci-Fi",4 wins & 10 nominations.,46,N/A
1597,Vantage Point,2008,"Action, Crime, Drama, Mystery, Thriller",2 wins & 2 nominations.,40,"$72,266,306"
1598,Strange Wilderness,2008,"Adventure, Comedy",N/A,12,"$6,515,869"
1601,Role Models,2008,Comedy,1 win & 4 nominations.,61,"$67,300,000"
1635,The Ruins,2008,Horror,6 nominations.,44,"$17,402,425"
1600,Over Her Dead Body,2008,"Comedy, Fantasy, Romance",N/A,30,"$7,485,689"
1638,Redbelt,2008,"Drama, Sport",1 nomination.,69,"$2,278,707"
1666,Wanted,2008,"Action, Crime, Fantasy, Thriller",Nominated for 2 Oscars. Another 4 wins & 20 nominations.,64,"$134,294,280"
1667,The Love Guru,2008,"Comedy, Romance, Sport",5 wins & 8 nominations.,24,"$32,178,777"
1668,The Poker House,2008,Drama,1 win & 1 nomination.,N/A,N/A
1669,WALL·E,2008,"Animation, Adventure, Family, Sci-Fi",Won 1 Oscar. Another 89 wins & 90 nominations.,95,"$223,749,872"
1670,Waltz with Bashir,2008,"Animation, Biography, Drama, History, War",Nominated for 1 Oscar. Another 44 wins & 58 nominations.,91,"$2,300,000"
1671,Hancock,2008,"Action, Drama, Fantasy",4 wins & 11 nominations.,49,"$227,946,274"
1672,The Mummy: Tomb of the Dragon Emperor,2008,"Action, Adventure, Fantasy, Horror, Thriller",2 wins & 6 nominations.,31,"$101,600,000"
1673,Kit Kittredge: An American Girl,2008,"Drama, Family",2 wins & 5 nominations.,63,"$17,533,514"
1674,Mamma Mia!,2008,"Comedy, Musical, Romance",Nominated for 2 Golden Globes. Another 15 wins & 24 nominations.,51,"$143,704,210"
1675,The Wackness,2008,"Comedy, Drama, Romance",4 wins & 4 nominations.,61,"$2,100,000"
1677,Bathory: Countess of Blood,2008,"Biography, Drama, Fantasy, History",5 wins & 4 nominations.,N/A,N/A
1678,Meet Dave,2008,"Adventure, Comedy, Family, Romance, Sci-Fi",2 wins & 3 nominations.,43,"$11,644,832"
1679,Journey to the Center of the Earth,2008,"Action, Adventure, Family, Fantasy, Sci-Fi",3 wins & 3 nominations.,57,"$101,653,320"
1680,Red Cliff,2008,"Action, Adventure, Drama, History, War",13 wins & 43 nominations.,73,"$526,841"
1681,Hellboy II: The Golden Army,2008,"Action, Adventure, Fantasy, Horror, Sci-Fi",Nominated for 1 Oscar. Another 5 wins & 28 nominations.,78,"$75,754,670"
1682,The Good the Bad the Weird,2008,"Action, Adventure, Western",10 wins & 23 nominations.,69,N/A
1683,The Dark Knight,2008,"Action, Crime, Drama, Thriller",Won 2 Oscars. Another 152 wins & 155 nominations.,84,"$533,316,061"
1684,Space Chimps,2008,"Animation, Adventure, Comedy, Family, Sci-Fi",1 nomination.,36,"$29,942,542"
1685,Repo! The Genetic Opera,2008,"Horror, Musical, Sci-Fi",3 wins & 1 nomination.,32,"$100,000"
1686,Donkey Punch,2008,"Crime, Drama, Horror, Thriller",N/A,43,N/A
1687,Ponyo,2008,"Animation, Adventure, Comedy, Family, Fantasy",11 wins & 19 nominations.,86,"$15,100,000"
1636,Nim's Island,2008,"Adventure, Comedy, Family, Fantasy",1 win & 3 nominations.,55,"$47,912,652"
1688,The X Files: I Want to Believe,2008,"Drama, Horror, Mystery, Sci-Fi, Thriller",N/A,47,"$20,847,266"
1665,Get Smart,2008,"Action, Adventure, Comedy",2 wins & 6 nominations.,54,"$130,246,343"
1664,Lake Mungo,2008,"Drama, Horror, Mystery, Thriller",1 nomination.,N/A,N/A
1676,The Children of Huang Shi,2008,"Drama, War",1 win & 3 nominations.,49,"$652,604"
1646,Harold,2008,Comedy,N/A,10,N/A
1663,Impact Point,2008,Thriller,N/A,N/A,N/A
1641,Pathology,2008,"Crime, Horror, Thriller",N/A,55,N/A
1642,Forgetting Sarah Marshall,2008,"Comedy, Drama, Romance",4 wins & 19 nominations.,67,"$62,900,000"
1643,The Forbidden Kingdom,2008,"Action, Adventure, Fantasy",5 nominations.,57,"$40,044,561"
1644,Baby Mama,2008,"Comedy, Romance",1 win & 5 nominations.,55,"$60,269,340"
1639,Street Kings,2008,"Action, Crime, Drama, Thriller",1 nomination.,55,"$26,351,341"
1645,Trucker,2008,Drama,5 wins & 1 nomination.,61,N/A
1647,"War, Inc.",2008,"Action, Comedy, Thriller",1 nomination.,37,"$515,643"
1648,Iron Man,2008,"Action, Adventure, Sci-Fi",Nominated for 2 Oscars. Another 20 wins & 65 nominations.,79,"$318,298,180"
1649,No Man's Land: The Rise of Reeker,2008,"Horror, Thriller",1 nomination.,N/A,N/A
1640,Prom Night,2008,"Horror, Mystery",1 win & 3 nominations.,17,"$43,818,159"
1650,Made of Honor,2008,"Comedy, Romance",1 win & 1 nomination.,37,"$46,012,734"
1690,Step Brothers,2008,Comedy,3 wins & 2 nominations.,51,"$100,468,793"
1652,What Happens in Vegas,2008,"Comedy, Romance",2 wins & 3 nominations.,36,"$80,199,843"
1653,Speed Racer,2008,"Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport",13 nominations.,37,"$43,929,341"
1654,Slumdog Millionaire,2008,"Drama, Romance",Won 8 Oscars. Another 144 wins & 126 nominations.,86,"$141,243,551"
1655,Blindness,2008,"Drama, Mystery, Sci-Fi, Thriller",15 wins & 19 nominations.,45,"$3,073,392"
1656,The Chronicles of Narnia: Prince Caspian,2008,"Action, Adventure, Family, Fantasy",2 wins & 20 nominations.,62,"$141,614,023"
1657,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action, Adventure, Fantasy",Nominated for 1 BAFTA Film Award. Another 10 wins & 35 nominations.,65,"$316,957,122"
1658,Wendy and Lucy,2008,Drama,9 wins & 16 nominations.,80,"$700,720"
1659,Kung Fu Panda,2008,"Animation, Action, Adventure, Comedy, Family",Nominated for 1 Oscar. Another 14 wins & 37 nominations.,73,"$215,395,021"
1660,You Don't Mess with the Zohan,2008,Comedy,2 wins & 1 nomination.,54,"$100,018,837"
1661,The Happening,2008,"Mystery, Sci-Fi, Thriller",3 wins & 10 nominations.,34,"$64,500,000"
1662,The Incredible Hulk,2008,"Action, Adventure, Sci-Fi",1 win & 8 nominations.,61,"$134,518,390"
1974,Ajami,2009,"Crime, Drama",Nominated for 1 Oscar. Another 15 wins & 9 nominations.,82,"$500,000"
1973,Cloudy with a Chance of Meatballs,2009,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,66,"$124,870,275"
1975,The Box,2009,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",6 nominations.,47,"$114,882,598"
1971,Tanner Hall,2009,"Drama, Romance",2 wins.,40,"$5,005"
1992,Splice,2009,"Drama, Horror, Sci-Fi",4 wins & 23 nominations.,66,"$16,999,046"
1969,Whip It,2009,"Drama, Sport",8 nominations.,68,"$13,000,000"
1968,The Invention of Lying,2009,"Comedy, Fantasy, Romance",1 nomination.,58,"$18,439,082"
1967,The Loved Ones,2009,"Horror, Thriller",2 wins & 11 nominations.,N/A,N/A
1976,The Informant!,2009,"Biography, Comedy, Crime, Drama",Nominated for 2 Golden Globes. Another 1 win & 18 nominations.,66,"$33,278,731"
1966,The Joneses,2009,Drama,1 nomination.,55,"$1,000,000"
1970,Ondine,2009,"Drama, Mystery, Romance",6 wins & 6 nominations.,65,"$548,934"
1977,Love Happens,2009,"Drama, Romance",1 win.,33,"$22,927,390"
1990,The Imaginarium of Doctor Parnassus,2009,"Adventure, Comedy, Fantasy, Mystery",Nominated for 2 Oscars. Another 5 wins & 21 nominations.,65,"$7,504,196"
1979,16 to Life,2009,"Comedy, Romance",5 wins.,N/A,N/A
1980,Couples Retreat,2009,Comedy,1 win & 4 nominations.,23,"$109,176,215"
1981,Surrogates,2009,"Action, Sci-Fi, Thriller",N/A,45,"$38,542,418"
1983,I Hope They Serve Beer in Hell,2009,Comedy,N/A,26,"$1,357,585"
1984,Ninja Assassin,2009,"Action, Thriller",N/A,34,"$38,105,077"
1985,Starsuckers,2009,Documentary,N/A,N/A,N/A
1986,Little Nicholas,2009,"Comedy, Family",3 nominations.,N/A,N/A
1987,Gentlemen Broncos,2009,"Adventure, Comedy, Sci-Fi",2 nominations.,28,N/A
1988,A Shine of Rainbows,2009,"Drama, Family",4 wins & 8 nominations.,52,N/A
1989,Mao's Last Dancer,2009,"Biography, Drama, Music, Romance",6 wins & 20 nominations.,55,"$4,806,750"
1991,A Serious Man,2009,"Comedy, Drama",Nominated for 2 Oscars. Another 17 wins & 72 nominations.,79,"$9,190,525"
1965,Defendor,2009,"Comedy, Crime, Drama",1 win & 7 nominations.,57,N/A
1978,Jennifer's Body,2009,"Comedy, Horror",3 wins & 4 nominations.,47,"$16,031,583"
1964,I Can Do Bad All by Myself,2009,"Comedy, Drama",1 win & 5 nominations.,55,"$51,697,449"
1935,"The Goods: Live Hard, Sell Hard",2009,Comedy,N/A,39,"$15,000,327"
1961,The Good Heart,2009,"Comedy, Drama",6 wins & 8 nominations.,40,N/A
1993,Zombieland,2009,"Adventure, Comedy, Horror, Sci-Fi",9 wins & 28 nominations.,73,"$75,590,286"
1932,Case 39,2009,"Horror, Mystery, Thriller",3 nominations.,25,"$13,248,477"
1933,The Secret in Their Eyes,2009,"Drama, Mystery, Romance, Thriller",Won 1 Oscar. Another 51 wins & 40 nominations.,80,"$6,390,014"
1934,The Time Traveler's Wife,2009,"Drama, Fantasy, Romance, Sci-Fi",1 win & 5 nominations.,47,"$63,387,284"
1937,Inglourious Basterds,2009,"Adventure, Drama, War",Won 1 Oscar. Another 129 wins & 165 nominations.,69,"$120,523,073"
1938,9,2009,"Animation, Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",9 nominations.,60,"$31,691,649"
1939,World's Greatest Dad,2009,"Comedy, Drama",1 nomination.,69,"$166,467"
1940,Shorts,2009,"Comedy, Family, Fantasy",1 win & 1 nomination.,53,"$20,875,468"
1941,Post Grad,2009,"Comedy, Romance",N/A,35,"$6,290,448"
1942,The Final Destination,2009,"Horror, Thriller",2 wins & 1 nomination.,30,"$66,436,248"
1944,Down Terrace,2009,"Crime, Drama",3 wins & 4 nominations.,68,"$9,609"
1945,Gamer,2009,"Action, Sci-Fi, Thriller",1 win.,27,"$20,488,579"
1962,Youth in Revolt,2009,"Comedy, Drama, Romance",1 win & 1 nomination.,63,"$15,150,933"
1946,Taking Woodstock,2009,"Biography, Comedy, Drama, Music",8 nominations.,55,"$7,366,736"
1948,Carriers,2009,"Drama, Horror, Sci-Fi, Thriller",1 nomination.,N/A,"$90,820"
1949,All About Steve,2009,"Comedy, Romance",2 wins & 3 nominations.,17,"$33,806,061"
1950,The Last Station,2009,"Biography, Drama, Romance",Nominated for 2 Oscars. Another 3 wins & 15 nominations.,76,"$6,500,000"
1951,I Am Love,2009,"Drama, Romance",Nominated for 1 Oscar. Another 16 wins & 40 nominations.,79,"$5,004,648"
1952,Up in the Air,2009,"Drama, Romance",Nominated for 6 Oscars. Another 76 wins & 158 nominations.,83,"$83,775,048"
1953,Capitalism: A Love Story,2009,"Documentary, Crime, News",4 wins & 12 nominations.,61,"$14,342,792"
1954,Solitary Man,2009,"Comedy, Drama, Romance",2 wins & 3 nominations.,69,"$4,360,548"
