,Title,Year,Genre,Awards,Metascore,BoxOffice
1955,Pandorum,2009,"Action, Horror, Mystery, Sci-Fi, Thriller",N/A,28,"$10,261,085"
1957,Soul Kitchen,2009,"Comedy, Drama",4 wins & 9 nominations.,76,"$200,000"
1958,Whiteout,2009,"Action, Crime, Horror, Mystery, Thriller",N/A,N/A,"$10,300,000"
1959,Sorority Row,2009,"Horror, Mystery",2 nominations.,24,"$11,915,856"
1960,Perrier's Bounty,2009,"Action, Comedy, Crime",3 nominations.,47,N/A
1947,Extract,2009,"Comedy, Crime, Romance",N/A,61,"$10,642,511"
1994,2012,2009,"Action, Adventure, Sci-Fi",5 wins & 21 nominations.,49,"$166,112,167"
2063,Get Low,2009,"Drama, Mystery",5 wins & 27 nominations.,77,"$9,176,469"
1996,Life During Wartime,2009,"Comedy, Drama",3 wins & 8 nominations.,69,"$278,821"
2028,The Horse Boy,2009,Documentary,1 nomination.,64,N/A
2030,The Road,2009,"Adventure, Drama",Nominated for 1 BAFTA Film Award. Another 5 wins & 31 nominations.,64,"$8,025,059"
2031,Nine,2009,"Drama, Musical, Romance",Nominated for 4 Oscars. Another 8 wins & 56 nominations.,49,"$19,628,665"
745,Bride Wars,2009,"Comedy, Romance",1 win & 8 nominations.,24,"$58,637,818"
2033,Armored,2009,"Action, Crime, Thriller",N/A,50,"$15,988,876"
2034,Everybody's Fine,2009,"Adventure, Drama",Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,47,"$8,855,646"
2035,The Princess and the Frog,2009,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Nominated for 3 Oscars. Another 11 wins & 38 nominations.,73,"$104,374,107"
2036,Avatar,2009,"Action, Adventure, Fantasy, Sci-Fi",Won 3 Oscars. Another 85 wins & 128 nominations.,83,"$749,700,000"
2037,Invictus,2009,"Biography, Drama, History, Sport",Nominated for 2 Oscars. Another 10 wins & 33 nominations.,74,"$37,431,431"
2038,"A Woman, a Gun and a Noodle Shop",2009,"Comedy, Drama",2 nominations.,57,"$190,666"
2039,Rocket Singh: Salesman of the Year,2009,"Comedy, Drama",N/A,N/A,N/A
2040,Crazy Heart,2009,"Drama, Music, Romance",Won 2 Oscars. Another 36 wins & 29 nominations.,83,"$38,349,555"
2027,Old Dogs,2009,"Comedy, Family",5 nominations.,19,"$49,474,048"
2041,Did You Hear About the Morgans?,2009,"Comedy, Drama, Romance",1 nomination.,27,"$29,580,087"
2043,Alvin and the Chipmunks: The Squeakquel,2009,"Animation, Comedy, Family, Fantasy, Music",3 wins.,41,"$219,304,216"
2044,Sherlock Holmes,2009,"Action, Adventure, Crime, Mystery, Thriller",Nominated for 2 Oscars. Another 10 wins & 27 nominations.,57,"$208,711,166"
2045,It's Complicated,2009,"Comedy, Drama, Romance",Nominated for 3 Golden Globes. Another 8 wins & 12 nominations.,57,"$112,703,470"
2046,Nowhere Boy,2009,"Biography, Drama, Music, Romance",Nominated for 3 BAFTA Film Awards. Another 6 wins & 18 nominations.,67,"$1,445,366"
2047,The Lovely Bones,2009,"Drama, Fantasy, Thriller",Nominated for 1 Oscar. Another 10 wins & 45 nominations.,42,"$43,982,842"
1931,Bran Nue Dae,2009,"Comedy, Drama, Musical",3 wins & 17 nominations.,54,"$100,000"
2098,The Perfect Game,2009,"Comedy, Drama, Family, Sport",N/A,42,"$1,000,000"
2103,After.Life,2009,"Drama, Horror, Mystery, Thriller",1 nomination.,36,N/A
2216,Chain Letter,2009,"Horror, Thriller",N/A,N/A,"$138,788"
2113,Survival of the Dead,2009,"Comedy, Drama, Horror, Thriller",2 nominations.,43,"$1,914"
2120,Princess Kaiulani,2009,Drama,2 wins.,41,"$883,887"
2141,The Deported,2009,Comedy,N/A,N/A,N/A
2042,Bodyguards and Assassins,2009,"Action, Drama, History",18 wins & 39 nominations.,N/A,N/A
1995,Chicago Overcoat,2009,"Action, Adventure, Crime, Drama",2 wins & 5 nominations.,N/A,N/A
2026,The Boondock Saints II: All Saints Day,2009,"Action, Crime, Thriller",N/A,24,"$10,150,172"
2024,Planet 51,2009,"Animation, Adventure, Comedy, Family, Sci-Fi",4 wins & 4 nominations.,39,"$42,194,060"
1998,Law Abiding Citizen,2009,"Crime, Drama, Thriller",3 wins & 5 nominations.,34,"$73,343,413"
1999,Astro Boy,2009,"Animation, Action, Comedy, Family, Sci-Fi",4 nominations.,53,"$19,548,064"
2000,The Janky Promoters,2009,"Comedy, Crime, Music",N/A,N/A,N/A
2001,Triangle,2009,"Fantasy, Mystery, Thriller",1 win & 5 nominations.,N/A,N/A
2002,Where the Wild Things Are,2009,"Adventure, Drama, Family, Fantasy",Nominated for 1 Golden Globe. Another 7 wins & 53 nominations.,71,"$77,222,184"
2003,The Stepfather,2009,"Crime, Thriller",2 nominations.,33,"$29,062,561"
2004,The Men Who Stare at Goats,2009,"Comedy, War",1 win & 1 nomination.,54,"$32,400,000"
2005,Oceans,2009,"Documentary, Drama",2 wins & 4 nominations.,75,"$19,000,000"
2006,A Single Man,2009,"Drama, Romance",Nominated for 1 Oscar. Another 36 wins & 55 nominations.,77,"$9,098,668"
2007,The Mighty Macs,2009,"Drama, Sport",N/A,49,"$1,889,522"
2008,Saw VI,2009,"Horror, Mystery",2 nominations.,30,"$27,669,413"
2009,Forget Me Not,2009,"Horror, Romance, Thriller",N/A,N/A,N/A
2025,The Blind Side,2009,"Biography, Drama, Sport",Won 1 Oscar. Another 7 wins & 30 nominations.,53,"$255,900,000"
2010,Fantastic Mr. Fox,2009,"Animation, Adventure, Comedy, Crime, Drama, Family",Nominated for 2 Oscars. Another 32 wins & 60 nominations.,83,"$21,000,000"
2012,Stan Helsing,2009,"Comedy, Horror",1 win.,N/A,N/A
2013,Micmacs,2009,"Action, Comedy, Crime",5 wins & 8 nominations.,62,"$1,260,917"
2014,This Is It,2009,"Documentary, Music",7 wins & 9 nominations.,67,"$71,844,424"
2015,An Education,2009,Drama,Nominated for 3 Oscars. Another 35 wins & 91 nominations.,85,"$12,512,069"
2016,A Christmas Carol,2009,"Animation, Drama, Family, Fantasy",3 wins & 5 nominations.,55,"$137,816,456"
2017,To Save a Life,2009,Drama,2 nominations.,19,"$3,700,734"
2018,Bright Star,2009,"Biography, Drama, Romance",Nominated for 1 Oscar. Another 16 wins & 52 nominations.,81,"$4,341,275"
2019,The Fourth Kind,2009,"Mystery, Sci-Fi, Thriller",1 nomination.,34,"$25,500,000"
2020,Precious,2009,Drama,Won 2 Oscars. Another 111 wins & 98 nominations.,79,"$47,536,959"
2021,Mother and Child,2009,"Drama, Romance",4 wins & 12 nominations.,64,"$1,110,286"
2022,Harry Brown,2009,"Action, Crime, Drama, Thriller",1 win & 4 nominations.,55,"$1,818,681"
2023,The Messenger,2009,"Drama, Romance, War",Nominated for 2 Oscars. Another 17 wins & 44 nominations.,77,"$1,006,655"
2011,Cirque du Freak: The Vampire's Assistant,2009,"Action, Adventure, Fantasy, Thriller",1 win.,43,"$13,838,130"
1928,District 9,2009,"Action, Sci-Fi, Thriller",Nominated for 4 Oscars. Another 30 wins & 110 nominations.,81,"$115,646,235"
1930,Bandslam,2009,"Comedy, Drama, Family, Music, Romance",N/A,66,"$5,205,343"
1926,Funny People,2009,"Comedy, Drama",3 nominations.,60,"$51,814,190"
1835,Madea Goes to Jail,2009,"Comedy, Crime, Drama",1 win & 4 nominations.,50,"$90,485,233"
1836,Dead Like Me: Life After Death,2009,"Comedy, Drama, Fantasy",N/A,N/A,N/A
1837,Street Fighter: The Legend of Chun-Li,2009,"Action, Crime, Thriller",N/A,17,"$8,646,753"
1839,The Young Victoria,2009,"Biography, Drama, History, Romance",Won 1 Oscar. Another 12 wins & 17 nominations.,64,"$10,900,000"
1840,Watchmen,2009,"Action, Drama, Mystery, Sci-Fi",11 wins & 22 nominations.,56,"$107,453,620"
1841,City Island,2009,"Comedy, Drama",3 wins & 4 nominations.,66,"$6,670,712"
1843,17 Again,2009,"Comedy, Drama, Fantasy",3 wins & 5 nominations.,48,"$64,087,443"
1844,Race to Witch Mountain,2009,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",1 nomination.,52,"$67,128,202"
1845,Miss March,2009,"Comedy, Romance",2 nominations.,7,"$4,485,877"
1846,The Last House on the Left,2009,"Horror, Thriller",1 win & 8 nominations.,42,"$32,721,635"
1847,Breaking Upwards,2009,Romance,1 nomination.,56,N/A
1848,The Twilight Saga: New Moon,2009,"Adventure, Drama, Fantasy, Romance",20 wins & 24 nominations.,44,"$296,593,070"
1849,Drag Me to Hell,2009,"Horror, Thriller",7 wins & 22 nominations.,83,"$42,100,000"
1852,Duplicity,2009,"Comedy, Crime, Romance, Thriller",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,69,"$40,559,930"
1853,Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009,"Animation, Short, Comedy, Family, Fantasy, Sci-Fi",1 win & 1 nomination.,N/A,N/A
1854,12 Rounds,2009,"Action, Crime, Thriller",N/A,38,"$12,200,000"
1855,Knowing,2009,"Action, Drama, Mystery, Sci-Fi, Thriller",1 win & 5 nominations.,41,"$79,948,113"
1856,"I Love You, Man",2009,"Comedy, Romance",1 win & 8 nominations.,70,"$71,300,000"
1857,The City of Your Final Destination,2009,"Drama, Romance",1 win & 2 nominations.,52,"$493,296"
1858,Shinjuku Incident,2009,"Action, Crime, Drama, Thriller",1 win & 6 nominations.,63,N/A
1859,Chloe,2009,"Drama, Mystery, Romance, Thriller",3 wins & 5 nominations.,48,"$31,000,000"
1860,The Damned United,2009,"Biography, Drama, Sport",5 nominations.,81,"$315,306"
1862,Dragonball: Evolution,2009,"Action, Adventure, Fantasy, Sci-Fi, Thriller",1 nomination.,45,"$9,353,573"
1864,Adventureland,2009,"Comedy, Drama, Romance",1 win & 4 nominations.,76,"$15,900,000"
1865,Royal Kill,2009,"Action, Thriller",N/A,N/A,N/A
1866,Observe and Report,2009,"Comedy, Crime, Drama",1 win & 4 nominations.,54,"$23,993,605"
1867,Hannah Montana: The Movie,2009,"Comedy, Drama, Family, Music, Romance",6 wins & 10 nominations.,47,"$79,478,344"
1833,The Secret of Kells,2009,"Animation, Adventure, Family, Fantasy",Nominated for 1 Oscar. Another 7 wins & 5 nominations.,81,"$686,383"
1868,Crank: High Voltage,2009,"Action, Crime, Thriller",1 win & 2 nominations.,41,"$13,630,226"
1832,The Open Road,2009,"Comedy, Drama",N/A,47,N/A
1830,Next Day Air,2009,"Action, Comedy, Crime",N/A,46,"$10,017,041"
1578,Bled,2009,Horror,N/A,N/A,N/A
1802,ZMD: Zombies of Mass Destruction,2009,"Comedy, Horror, Sci-Fi",N/A,N/A,N/A
1803,Frat Party,2009,Comedy,N/A,N/A,N/A
1804,My Dog Tulip,2009,"Animation, Drama",2 nominations.,80,"$246,574"
1805,Flying By,2009,"Drama, Family, Music",1 win.,N/A,N/A
1806,Daybreakers,2009,"Action, Fantasy, Horror, Sci-Fi, Thriller",3 wins & 6 nominations.,57,"$30,000,000"
1807,Bride Wars,2009,"Comedy, Romance",1 win & 8 nominations.,24,"$58,637,818"
1808,Dead Snow,2009,"Comedy, Horror",1 win & 1 nomination.,61,N/A
1809,The Unborn,2009,"Drama, Horror, Mystery, Thriller",1 nomination.,30,"$42,638,165"
1927,G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi, Thriller",3 wins & 16 nominations.,32,"$150,167,630"
1811,Paul Blart: Mall Cop,2009,"Action, Comedy, Crime, Family",1 win & 3 nominations.,39,"$146,336,178"
1812,Four Single Fathers,2009,Comedy,1 nomination.,N/A,N/A
1813,The Missing Person,2009,Drama,1 win & 3 nominations.,57,N/A
1814,Brooklyn's Finest,2009,"Crime, Drama, Thriller",1 win & 10 nominations.,43,"$26,746,443"
1815,My Bloody Valentine,2009,"Horror, Mystery, Thriller",4 nominations.,51,"$51,527,787"
1816,Hotel for Dogs,2009,"Comedy, Family",2 wins & 2 nominations.,51,"$73,023,275"
1817,The Greatest,2009,"Drama, Romance",3 nominations.,45,N/A
1818,I Love You Phillip Morris,2009,"Biography, Comedy, Crime, Drama, Romance",6 wins & 11 nominations.,65,"$2,026,852"
1821,Motherhood,2009,"Comedy, Drama",1 win.,34,"$50,081"
1822,Underworld: Rise of the Lycans,2009,"Action, Adventure, Fantasy, Sci-Fi, Thriller",N/A,44,"$45,802,315"
1823,Ink,2009,"Action, Drama, Fantasy, Sci-Fi",1 win & 1 nomination.,N/A,N/A
1824,Brothers,2009,"Drama, War",Nominated for 2 Golden Globes. Another 4 wins & 13 nominations.,58,"$28,501,651"
1825,New in Town,2009,"Comedy, Romance",N/A,29,"$16,699,684"
1826,The International,2009,"Action, Crime, Drama, Mystery, Thriller",1 nomination.,52,"$25,450,527"
1827,Coraline,2009,"Animation, Drama, Fantasy, Thriller",Nominated for 1 Oscar. Another 7 wins & 43 nominations.,80,"$75,169,351"
1828,He's Just Not That Into You,2009,"Comedy, Drama, Romance",1 win & 3 nominations.,47,"$93,800,000"
1829,My Life in Ruins,2009,"Comedy, Romance",1 nomination.,34,"$8,474,608"
1831,The Cry of the Owl,2009,"Drama, Thriller",N/A,N/A,N/A
1869,State of Play,2009,"Crime, Drama, Mystery, Thriller",2 wins & 4 nominations.,64,"$36,965,395"
1810,Not Easily Broken,2009,"Drama, Romance",1 win & 2 nominations.,43,"$10,572,742"
1871,Coco Before Chanel,2009,"Biography, Drama",Nominated for 1 Oscar. Another 5 wins & 19 nominations.,65,"$5,997,682"
1899,Away We Go,2009,"Comedy, Drama, Romance",3 wins & 10 nominations.,58,"$9,400,000"
1900,The Hangover,2009,Comedy,Won 1 Golden Globe. Another 12 wins & 25 nominations.,73,"$277,313,371"
1901,Land of the Lost,2009,"Adventure, Comedy, Sci-Fi",2 wins & 9 nominations.,32,"$49,392,095"
1902,Tidal Wave,2009,"Action, Drama",4 wins & 12 nominations.,N/A,N/A
1903,A Perfect Getaway,2009,"Adventure, Mystery, Thriller",1 nomination.,63,"$15,536,310"
1904,Saint John of Las Vegas,2009,"Comedy, Drama",N/A,32,"$72,245"
1906,Moon,2009,"Drama, Mystery, Sci-Fi",Won 1 BAFTA Film Award. Another 26 wins & 33 nominations.,67,"$4,785,434"
1907,Hachi: A Dog's Tale,2009,"Drama, Family",1 nomination.,N/A,N/A
1908,Year One,2009,"Adventure, Comedy",1 nomination.,34,"$43,337,279"
1909,Exam,2009,"Horror, Mystery, Thriller",Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,N/A,N/A
1910,Whatever Works,2009,"Comedy, Romance",2 wins.,45,"$5,300,000"
1911,Imagine That,2009,"Comedy, Drama, Family, Fantasy",1 win & 2 nominations.,54,"$16,088,610"
1912,Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 15 wins & 27 nominations.,35,"$402,076,689"
1913,My Sister's Keeper,2009,"Drama, Family",4 wins & 3 nominations.,51,"$49,069,310"
1914,Ice Age: Dawn of the Dinosaurs,2009,"Animation, Action, Adventure, Comedy, Family",3 wins & 13 nominations.,50,"$124,605,432"
1915,Public Enemies,2009,"Biography, Crime, Drama, Romance",1 win & 14 nominations.,70,"$97,000,000"
1916,Harry Potter and the Half-Blood Prince,2009,"Adventure, Family, Fantasy, Mystery",Nominated for 1 Oscar. Another 8 wins & 35 nominations.,78,"$301,920,409"
1917,Brüno,2009,Comedy,2 wins & 5 nominations.,54,"$59,992,760"
1918,"I Love You, Beth Cooper",2009,"Comedy, Romance",1 win & 1 nomination.,32,"$14,800,000"
1919,Not a Love Story: Making (500) Days of Summer,2009,"Documentary, Short",N/A,N/A,N/A
1870,City of Life and Death,2009,"Drama, History, War",10 wins & 10 nominations.,85,"$68,767"
1925,Aliens in the Attic,2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",2 nominations.,42,"$24,967,943"
1924,Adam,2009,"Comedy, Drama, Romance",2 wins & 2 nominations.,56,"$2,121,118"
1921,Orphan,2009,"Horror, Mystery, Thriller",1 win & 7 nominations.,42,"$41,472,886"
1923,B-Girl,2009,"Drama, Music, Romance",1 win.,N/A,N/A
1898,The Proposal,2009,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,48,"$163,900,057"
1897,Dogtooth,2009,"Drama, Horror, Thriller",Nominated for 1 Oscar. Another 20 wins & 16 nominations.,73,"$110,197"
1920,G-Force,2009,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",1 win & 1 nomination.,41,"$119,420,252"
1895,The Devil's Tomb,2009,"Action, Horror, Sci-Fi",N/A,N/A,N/A
1872,The Exploding Girl,2009,Drama,2 wins & 4 nominations.,69,N/A
1873,The Eclipse,2009,"Drama, Horror, Romance",5 wins & 10 nominations.,67,N/A
1874,Don McKay,2009,"Drama, Mystery, Thriller",N/A,50,N/A
1875,The Soloist,2009,"Biography, Drama, Music",1 win & 3 nominations.,61,"$31,670,931"
1876,2:13,2009,"Mystery, Thriller",N/A,N/A,N/A
1896,Crying with Laughter,2009,Thriller,2 wins & 3 nominations.,N/A,N/A
1877,The Good Guy,2009,"Comedy, Romance",N/A,47,"$34,712"
1878,The House of the Devil,2009,Horror,3 wins & 6 nominations.,73,N/A
1879,X-Men Origins: Wolverine,2009,"Action, Adventure, Sci-Fi, Thriller",3 wins & 18 nominations.,40,"$179,737,340"
1880,Enter the Void,2009,"Drama, Fantasy",3 wins & 7 nominations.,69,"$336,467"
1881,Star Trek,2009,"Action, Adventure, Sci-Fi",Won 1 Oscar. Another 23 wins & 92 nominations.,82,"$257,704,099"
1882,Angels & Demons,2009,"Mystery, Thriller",1 win & 5 nominations.,48,"$133,375,846"
1883,Black Water Transit,2009,"Crime, Drama",N/A,N/A,N/A
1884,Up,2009,"Animation, Adventure, Comedy, Family",Won 2 Oscars. Another 74 wins & 81 nominations.,88,"$292,979,556"
1922,The Ugly Truth,2009,"Comedy, Romance",3 wins & 5 nominations.,28,"$88,915,214"
1885,Fish Tank,2009,Drama,20 wins & 28 nominations.,81,"$187,074"
1891,Terminator Salvation,2009,"Action, Adventure, Sci-Fi",2 wins & 13 nominations.,49,"$125,286,889"
1892,Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Comedy, Family, Fantasy",2 wins & 9 nominations.,42,"$177,118,775"
1890,Wild Grass,2009,"Drama, Romance",2 wins & 10 nominations.,65,"$403,649"
1889,Steppin: The Movie,2009,"Comedy, Music",1 nomination.,N/A,N/A
1893,The White Ribbon,2009,"Drama, History, Mystery, Thriller",Nominated for 2 Oscars. Another 58 wins & 39 nominations.,82,"$2,077,054"
1888,Agora,2009,"Adventure, Biography, Drama, History, Romance",11 wins & 14 nominations.,55,"$600,000"
1887,Veronika Decides to Die,2009,"Drama, Romance",N/A,N/A,N/A
1886,I Come with the Rain,2009,Thriller,N/A,N/A,N/A
1894,Dance Flick,2009,"Action, Comedy, Music",N/A,40,"$25,615,792"
2197,The Virginity Hit,2010,Comedy,N/A,40,"$535,249"
2168,Scott Pilgrim vs. the World,2010,"Action, Comedy, Fantasy, Romance",17 wins & 62 nominations.,69,"$31,494,270"
2204,Brighton Rock,2010,"Crime, Drama, Thriller",1 win & 8 nominations.,57,"$223,887"
2198,The Conspirator,2010,"Crime, Drama, History",2 wins & 3 nominations.,55,"$11,538,204"
2199,Trust,2010,"Crime, Drama, Thriller",1 win & 3 nominations.,60,"$117,623"
2200,Easy A,2010,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,72,"$58,401,464"
2201,Beginners,2010,"Comedy, Drama, Romance",Won 1 Oscar. Another 34 wins & 29 nominations.,81,"$5,764,842"
2202,Made in Dagenham,2010,"Biography, Comedy, Drama, History",Nominated for 3 BAFTA Film Awards. Another 3 wins & 14 nominations.,65,"$1,094,798"
2203,Insidious,2010,"Horror, Mystery, Thriller",8 wins & 15 nominations.,52,"$53,700,000"
2205,Never Let Me Go,2010,"Drama, Romance, Sci-Fi",7 wins & 26 nominations.,69,"$2,412,045"
2209,Alpha and Omega,2010,"Animation, Adventure, Comedy, Family, Romance",1 nomination.,36,"$25,077,977"
2207,Casino Jack,2010,"Biography, Comedy, Crime, Drama",Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,51,"$1,039,869"
2208,Sarah's Key,2010,"Drama, War",4 wins & 5 nominations.,59,"$7,691,700"
2196,Resident Evil: Afterlife,2010,"Action, Adventure, Horror, Sci-Fi",2 wins & 8 nominations.,37,"$60,128,566"
2210,You Again,2010,"Comedy, Family, Romance",2 wins.,28,"$25,677,801"
2211,Buried,2010,"Drama, Mystery, Thriller",15 wins & 32 nominations.,65,"$200,000"
2212,The Social Network,2010,"Biography, Drama",Won 3 Oscars. Another 165 wins & 168 nominations.,95,"$96,400,000"
2213,Stake Land,2010,"Drama, Horror, Sci-Fi",2 wins & 11 nominations.,66,"$18,469"
2214,Let Me In,2010,"Drama, Fantasy, Horror, Mystery, Thriller",14 wins & 28 nominations.,79,"$12,134,420"
2215,Freakonomics,2010,Documentary,1 nomination.,58,"$67,674"
2217,Lies in Plain Sight,2010,Drama,3 wins & 4 nominations.,N/A,N/A
2206,The Town,2010,"Crime, Drama, Thriller",Nominated for 1 Oscar. Another 9 wins & 45 nominations.,74,"$92,173,235"
2195,Super,2010,"Action, Comedy, Drama",1 win.,50,"$200,000"
2192,Incendies,2010,"Drama, Mystery, War",Nominated for 1 Oscar. Another 39 wins & 15 nominations.,80,"$6,857,096"
2193,Meek's Cutoff,2010,"Drama, Western",7 wins & 11 nominations.,85,"$977,600"
2167,Ramona and Beezus,2010,"Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,56,"$26,161,406"
2165,Standing Ovation,2010,Musical,N/A,22,"$531,806"
2218,Stone,2010,"Drama, Thriller",N/A,58,"$1,796,024"
2171,The Extra Man,2010,Comedy,N/A,56,"$453,079"
2172,The Expendables,2010,"Action, Adventure, Thriller",3 wins & 5 nominations.,45,"$102,981,571"
2173,A Turtle's Tale: Sammy's Adventures,2010,"Animation, Adventure, Family",1 nomination.,N/A,"$1,487,325"
2174,Step Up 3D,2010,"Drama, Music, Romance",2 nominations.,45,"$42,385,520"
2175,The Other Guys,2010,"Action, Comedy, Crime",3 wins & 15 nominations.,64,"$119,219,978"
2176,Flipped,2010,"Comedy, Drama, Romance",2 wins & 2 nominations.,45,"$1,752,214"
2177,Eat Pray Love,2010,"Drama, Romance",2 wins & 2 nominations.,50,"$80,574,010"
2178,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",Nominated for 1 Golden Globe. Another 1 win & 16 nominations.,53,"$104,383,624"
2179,Vampires Suck,2010,Comedy,7 nominations.,18,"$36,300,000"
2194,The King's Speech,2010,"Biography, Drama, History",Won 4 Oscars. Another 102 wins & 194 nominations.,88,"$138,300,000"
