,Title,Year,Genre,Awards,Metascore,BoxOffice
926,"Good Night, and Good Luck.",2005,"Biography, Drama, History",Nominated for 6 Oscars. Another 38 wins & 121 nominations.,80.0,"$31,500,000"
907,Cry Wolf,2005,"Drama, Horror, Mystery, Thriller",none,39.0,"$10,003,763"
927,Edmond,2005,"Drama, Thriller",3 wins & 2 nominations.,61.0,$0
916,Dave Chappelle's Block Party,2005,"Documentary, Comedy, Music",3 wins & 4 nominations.,84.0,"$11,700,000"
1007,The 40-Year-Old Virgin,2005,"Comedy, Romance",10 wins & 19 nominations.,73.0,"$109,243,478"
947,Brokeback Mountain,2005,"Drama, Romance",Won 3 Oscars. Another 138 wins & 128 nominations.,87.0,"$82,970,165"
930,Red Eye,2005,"Mystery, Thriller",2 wins & 9 nominations.,71.0,"$57,859,105"
955,Derailed,2005,"Crime, Drama, Thriller",none,40.0,"$35,945,749"
934,Four Brothers,2005,"Action, Crime, Drama, Mystery, Thriller",5 wins & 9 nominations.,49.0,$0
935,The Protector,2005,"Action, Crime, Drama, Thriller",none,52.0,"$11,905,519"
936,The Great Raid,2005,"Action, Drama, War",1 nomination.,48.0,"$10,074,830"
937,Supercross,2005,"Action, Drama, Romance",none,26.0,"$3,045,751"
938,Wah-Wah,2005,"Comedy, Drama",5 nominations.,61.0,"$159,111"
940,Tsotsi,2005,"Crime, Drama",Won 1 Oscar. Another 16 wins & 13 nominations.,70.0,"$2,753,840"
941,Serenity,2005,"Action, Adventure, Sci-Fi, Thriller",9 wins & 9 nominations.,74.0,"$25,335,935"
942,Undiscovered,2005,"Comedy, Music, Romance",3 nominations.,29.0,"$1,046,166"
943,The Brothers Grimm,2005,"Action, Adventure, Comedy, Fantasy, Thriller",4 wins & 5 nominations.,51.0,$0
944,The Constant Gardener,2005,"Drama, Mystery, Romance, Thriller",Won 1 Oscar. Another 35 wins & 68 nominations.,82.0,"$33,565,375"
945,Trust the Man,2005,"Comedy, Drama, Romance",1 nomination.,43.0,"$1,466,103"
946,Underclassman,2005,"Action, Comedy, Crime, Drama, Thriller",none,19.0,"$5,567,645"
948,The Lost City,2005,"Drama, Romance",2 wins & 3 nominations.,47.0,"$2,434,066"
949,Sisters in Law,2005,Documentary,5 wins & 3 nominations.,71.0,$0
950,The Curse of the Were-Rabbit,2005,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",Won 1 Oscar. Another 38 wins & 25 nominations.,87.0,"$56,068,547"
951,The Cave,2005,"Action, Adventure, Horror, Thriller",none,30.0,"$14,888,028"
952,Oliver Twist,2005,"Crime, Drama",2 wins & 4 nominations.,65.0,$0
953,Munich,2005,"Drama, History, Thriller",Nominated for 5 Oscars. Another 13 wins & 65 nominations.,74.0,"$47,379,090"
932,The Dukes of Hazzard,2005,"Adventure, Comedy",5 wins & 14 nominations.,33.0,"$80,206,743"
931,Boynton Beach Club,2005,"Comedy, Romance",2 nominations.,61.0,"$3,007,009"
929,A History of Violence,2005,"Drama, Thriller",Nominated for 2 Oscars. Another 37 wins & 78 nominations.,81.0,"$31,500,000"
928,Thank You for Smoking,2005,"Comedy, Drama",Nominated for 2 Golden Globes. Another 12 wins & 30 nominations.,71.0,"$24,800,000"
978,Get Rich or Die Tryin',2005,"Biography, Crime, Drama, Music",6 wins & 3 nominations.,45.0,"$30,885,034"
984,Fetching Cody,2005,"Drama, Fantasy, Romance, Sci-Fi",2 wins.,0.0,$0
959,Æon Flux,2005,"Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",4 nominations.,36.0,"$25,857,987"
981,Wal-Mart: The High Cost of Low Price,2005,Documentary,none,71.0,$0
960,End of the Spear,2005,"Adventure, Biography, Drama, History",1 win & 1 nomination.,45.0,"$11,703,287"
961,Memoirs of a Geisha,2005,"Drama, Romance",Won 3 Oscars. Another 27 wins & 44 nominations.,54.0,"$57,000,000"
962,Forty Shades of Blue,2005,"Drama, Music, Romance",1 win & 2 nominations.,74.0,$0
963,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",Won 1 Oscar. Another 14 wins & 46 nominations.,75.0,"$291,685,219"
964,Neal 'N' Nikki,2005,"Comedy, Musical, Romance",none,0.0,"$100,358"
966,The Family Stone,2005,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,56.0,"$59,856,288"
967,Hoodwinked!,2005,"Animation, Comedy, Crime, Family, Musical, Mystery",1 nomination.,45.0,"$50,802,483"
968,Fun with Dick and Jane,2005,"Comedy, Crime",7 nominations.,47.0,"$110,332,737"
958,Syriana,2005,"Drama, Thriller",Won 1 Oscar. Another 13 wins & 28 nominations.,76.0,"$50,800,000"
969,Cheaper by the Dozen 2,2005,"Adventure, Comedy, Family",1 win & 5 nominations.,34.0,"$82,468,131"
970,The Wendell Baker Story,2005,"Comedy, Drama, Romance",1 win.,44.0,"$48,120"
971,Transamerica,2005,"Adventure, Comedy, Drama",Nominated for 2 Oscars. Another 32 wins & 23 nominations.,66.0,"$8,713,873"
972,The New World,2005,"Biography, Drama, History, Romance",Nominated for 1 Oscar. Another 6 wins & 30 nominations.,69.0,"$12,465,566"
973,Dil Jo Bhi Kahey...,2005,"Drama, Romance",none,0.0,"$91,319"
974,Winter Passing,2005,"Comedy, Drama",none,56.0,$0
975,V for Vendetta,2005,"Action, Drama, Sci-Fi, Thriller",7 wins & 27 nominations.,62.0,"$70,500,000"
976,51 Birch Street,2005,Documentary,1 win & 2 nominations.,77.0,$0
977,Conversations with Other Women,2005,"Comedy, Drama, Romance",3 wins & 4 nominations.,62.0,$0
933,Deuce Bigalow: European Gigolo,2005,Comedy,3 wins & 10 nominations.,23.0,"$22,264,487"
979,Roll Bounce,2005,"Comedy, Drama, Music, Romance",2 wins & 6 nominations.,59.0,$0
965,King Kong,2005,"Action, Adventure, Drama, Romance",Won 3 Oscars. Another 43 wins & 100 nominations.,81.0,"$218,100,000"
957,Rent,2005,"Drama, Musical, Romance",1 win & 21 nominations.,53.0,"$29,077,547"
980,Zathura: A Space Adventure,2005,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2 wins & 3 nominations.,67.0,"$28,045,540"
982,Into the Blue,2005,"Action, Adventure, Crime, Thriller",1 win & 2 nominations.,45.0,"$18,472,363"
985,The Squid and the Whale,2005,"Comedy, Drama",Nominated for 1 Oscar. Another 23 wins & 47 nominations.,82.0,"$7,073,391"
986,The Proposition,2005,"Crime, Drama, Western",13 wins & 30 nominations.,73.0,"$1,705,229"
987,Elizabethtown,2005,"Comedy, Drama, Romance",2 wins & 4 nominations.,45.0,"$26,838,389"
988,Waiting...,2005,Comedy,none,30.0,"$16,101,109"
989,Where the Truth Lies,2005,"Crime, Drama, Mystery, Thriller",2 wins & 10 nominations.,47.0,$0
990,The World's Fastest Indian,2005,"Biography, Drama, Sport",10 wins & 6 nominations.,68.0,"$5,100,000"
991,Feast,2005,"Action, Comedy, Horror, Thriller",1 win.,43.0,$0
992,Doom,2005,"Action, Adventure, Horror, Sci-Fi",3 nominations.,34.0,"$28,031,250"
993,The Weather Man,2005,"Comedy, Drama",none,61.0,"$12,469,811"
983,The Greatest Game Ever Played,2005,"Biography, Drama, History, Sport",3 nominations.,55.0,"$15,283,642"
994,The Work and the Glory II: American Zion,2005,"Drama, Western",none,0.0,"$1,897,625"
995,The Californians,2005,Drama,none,0.0,$0
998,BloodRayne,2005,"Action, Adventure, Fantasy, Horror",4 wins & 11 nominations.,18.0,"$1,550,000"
999,The Legend of Zorro,2005,"Action, Adventure, Romance, Thriller, Western",2 wins & 3 nominations.,47.0,"$45,356,386"
1000,Match Point,2005,"Drama, Romance, Thriller",Nominated for 1 Oscar. Another 11 wins & 30 nominations.,72.0,"$23,100,000"
1001,Saw II,2005,"Crime, Horror, Mystery",4 wins & 8 nominations.,40.0,"$87,025,093"
1002,The White Countess,2005,"Drama, History, Romance, War",2 nominations.,60.0,"$1,641,467"
1003,Jarhead,2005,"Biography, Drama, War",6 wins & 12 nominations.,58.0,"$62,578,105"
1004,Chicken Little,2005,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",4 wins & 15 nominations.,48.0,"$135,289,768"
956,Lonesome Jim,2005,"Comedy, Drama",1 win & 3 nominations.,54.0,$0
1005,Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy, Mystery",Nominated for 1 Oscar. Another 13 wins & 42 nominations.,81.0,"$289,994,397"
996,Shopgirl,2005,"Drama, Romance",1 win & 7 nominations.,62.0,"$10,082,747"
997,Nanny McPhee,2005,"Comedy, Family, Fantasy",3 wins & 4 nominations.,59.0,"$47,124,400"
1006,Transporter 2,2005,"Action, Crime, Thriller",none,56.0,$0
939,Kiss Kiss Bang Bang,2005,"Action, Comedy, Crime, Mystery, Thriller",5 wins & 16 nominations.,72.0,"$4,200,000"
1008,Sky High,2005,"Adventure, Comedy, Family, Sci-Fi",1 nomination.,62.0,"$63,939,454"
1010,The Wedding Date,2005,"Comedy, Romance",none,32.0,"$32,000,000"
1011,Fateless,2005,"Drama, Romance, War",5 wins & 7 nominations.,87.0,$0
1012,Hitch,2005,"Comedy, Romance",4 wins & 24 nominations.,58.0,"$177,575,142"
1013,London,2005,"Drama, Romance",1 win & 1 nomination.,24.0,$0
1014,Pooh's Heffalump Movie,2005,"Animation, Comedy, Family, Fantasy, Musical, Mystery",1 nomination.,64.0,"$18,013,938"
1016,North Country,2005,Drama,Nominated for 2 Oscars. Another 6 wins & 17 nominations.,68.0,"$18,324,242"
1017,Because of Winn-Dixie,2005,"Comedy, Drama, Family",2 nominations.,54.0,"$32,500,000"
1018,Son of the Mask,2005,"Comedy, Family, Fantasy",7 wins & 12 nominations.,20.0,"$16,967,576"
1019,Cursed,2005,"Comedy, Horror",3 nominations.,31.0,$0
1020,Diary of a Mad Black Woman,2005,"Comedy, Drama, Romance",13 wins & 13 nominations.,36.0,"$50,382,128"
1021,Man of the House,2005,"Comedy, Crime",none,35.0,"$19,118,247"
1022,Mutual Appreciation,2005,Comedy,2 wins & 2 nominations.,84.0,$0
1024,Be Cool,2005,"Comedy, Crime, Music",1 win & 13 nominations.,37.0,"$55,590,667"
1025,My Big Fat Independent Movie,2005,Comedy,2 wins.,32.0,$0
1026,The Jacket,2005,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",1 win & 2 nominations.,44.0,"$6,282,106"
1027,Hostage,2005,"Action, Crime, Drama, Mystery, Thriller",4 nominations.,44.0,"$34,617,915"
1028,Robots,2005,"Animation, Adventure, Comedy, Family, Sci-Fi",2 wins & 22 nominations.,64.0,"$128,107,031"
1029,The Dark Hours,2005,"Horror, Thriller",12 wins & 2 nominations.,63.0,$0
1030,Unleashed,2005,"Action, Crime, Drama, Thriller",1 nomination.,58.0,"$24,380,112.00"
1031,Imagine Me,2005,"Short, Drama",none,0.0,$0
1033,Hide and Seek,2005,"Drama, Horror, Mystery, Thriller",1 win & 5 nominations.,35.0,"$51,100,000"
1057,Ice Princess,2005,"Comedy, Drama, Family, Sport",none,55.0,"$24,381,334"
1032,Alone in the Dark,2005,"Action, Horror, Sci-Fi",5 wins & 4 nominations.,9.0,"$5,132,655"
1023,The Pacifier,2005,"Action, Comedy, Drama, Family, Thriller",1 win & 10 nominations.,30.0,"$113,006,880"
1015,Inside Deep Throat,2005,"Documentary, Biography, History",1 win & 1 nomination.,64.0,"$479,143"
1043,The Salon,2005,"Comedy, Drama",none,26.0,"$92,362"
1042,White Noise,2005,"Drama, Horror, Mystery, Thriller",1 win & 2 nominations.,30.0,"$55,865,715"
1041,Racing Stripes,2005,"Adventure, Comedy, Drama, Family, Sport",3 nominations.,43.0,"$49,186,871"
1037,The Motel,2005,"Comedy, Drama",5 wins & 1 nomination.,70.0,$0
1039,The Game of Their Lives,2005,"Drama, History, Sport",none,47.0,"$369,168"
1038,The Helix... Loaded,2005,"Action, Adventure, Comedy, Fantasy, Sci-Fi",none,0.0,$0
1056,Hard Candy,2005,"Crime, Drama, Thriller",10 wins & 13 nominations.,58.0,"$1,007,962"
1036,The Skeleton Key,2005,"Drama, Horror, Mystery, Thriller",5 nominations.,47.0,"$47,729,605"
1040,Hostel,2005,"Horror, Mystery, Thriller",4 wins & 12 nominations.,55.0,"$47,277,326"
1058,March of the Penguins,2005,"Documentary, Family",Won 1 Oscar. Another 21 wins & 15 nominations.,79.0,"$77,100,000"
1044,Cavite,2005,Thriller,4 wins & 1 nomination.,64.0,$0
1046,Coach Carter,2005,"Biography, Drama, Sport",3 wins & 15 nominations.,57.0,"$67,169,549"
1047,Rize,2005,"Documentary, Music",1 win & 3 nominations.,74.0,"$3,278,611"
1048,The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Sci-Fi",1 win & 10 nominations.,63.0,"$51,019,112"
1050,Assault on Precinct 13,2005,"Action, Crime, Drama, Thriller",1 win & 2 nominations.,54.0,"$19,976,073"
1051,Are We There Yet?,2005,"Adventure, Comedy, Family, Romance",1 win & 8 nominations.,27.0,"$82,301,521"
1052,Dear Wendy,2005,"Comedy, Crime, Drama, Romance",1 win & 5 nominations.,33.0,$0
1053,Thumbsucker,2005,"Comedy, Drama",5 wins & 4 nominations.,69.0,"$1,111,641"
1054,The Upside of Anger,2005,"Comedy, Drama",5 wins & 13 nominations.,63.0,"$18,742,061"
1035,The Call of Cthulhu,2005,"Fantasy, Horror, Mystery, Thriller",1 nomination.,0.0,$0
1055,Mirrormask,2005,"Adventure, Fantasy",5 wins & 2 nominations.,55.0,"$802,961"
1049,The Puffy Chair,2005,"Comedy, Drama, Romance",3 wins & 3 nominations.,73.0,$0
1107,A Sound of Thunder,2005,"Action, Adventure, Horror, Sci-Fi, Thriller",4 nominations.,24.0,"$1,717,608"
1045,Elektra,2005,"Action, Adventure, Crime, Fantasy, Sci-Fi, Thriller",2 nominations.,34.0,"$24,100,000"
1087,Fever Pitch,2005,"Comedy, Drama, Romance, Sport",9 nominations.,56.0,"$41,966,965"
1062,Lords of Dogtown,2005,"Biography, Drama, Sport",1 win & 7 nominations.,56.0,"$11,008,432"
1063,Mr. & Mrs. Smith,2005,"Action, Comedy, Crime, Thriller",9 wins & 18 nominations.,55.0,"$186,200,000"
1064,The Chumscrubber,2005,"Comedy, Drama",1 nomination.,41.0,$0
1065,Batman Begins,2005,"Action, Adventure, Thriller",Nominated for 1 Oscar. Another 14 wins & 72 nominations.,70.0,"$204,100,000"
1066,The Adventures of Sharkboy and Lavagirl 3-D,2005,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",1 win & 10 nominations.,38.0,$0
1067,The Perfect Man,2005,"Comedy, Family, Romance",2 wins & 3 nominations.,27.0,"$16,247,775"
1068,Me and You and Everyone We Know,2005,"Comedy, Drama",22 wins & 15 nominations.,76.0,"$3,800,000"
1069,Herbie Fully Loaded,2005,"Adventure, Comedy, Family, Fantasy, Romance, Sport",2 wins & 6 nominations.,47.0,"$65,942,664"
1070,The Sisterhood of the Traveling Pants,2005,"Comedy, Drama, Romance",1 win & 14 nominations.,66.0,"$43,504,854"
1084,Land of the Dead,2005,"Horror, Sci-Fi, Thriller",2 wins & 15 nominations.,71.0,"$20,433,940"
1061,Beauty Shop,2005,Comedy,15 nominations.,53.0,"$36,310,118"
1073,Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family, Fantasy, Musical",Nominated for 1 Oscar. Another 14 wins & 50 nominations.,72.0,"$206,100,000"
1075,Tristram Shandy: A Cock and Bull Story,2005,Comedy,2 wins & 14 nominations.,80.0,"$1,110,155"
1076,The Island,2005,"Action, Adventure, Mystery, Romance, Sci-Fi, Thriller",1 win & 6 nominations.,50.0,"$35,800,000"
1077,Must Love Dogs,2005,"Comedy, Romance",1 nomination.,46.0,"$43,800,000"
1078,The Ring Two,2005,"Horror, Mystery",2 wins & 11 nominations.,44.0,"$75,888,270"
1079,The Devil's Rejects,2005,"Crime, Horror",10 wins & 5 nominations.,53.0,"$16,901,126"
1080,Murderball,2005,"Documentary, Sport",Nominated for 1 Oscar. Another 17 wins & 12 nominations.,87.0,"$1,328,551"
1081,Stealth,2005,"Action, Adventure, Sci-Fi, Thriller",2 nominations.,35.0,"$31,704,416"
1082,War of the Worlds,2005,"Adventure, Sci-Fi, Thriller",Nominated for 3 Oscars. Another 14 wins & 44 nominations.,73.0,"$234,141,872"
1060,Cinderella Man,2005,"Biography, Drama, Sport",Nominated for 3 Oscars. Another 16 wins & 41 nominations.,69.0,"$61,600,000"
1072,The Descent,2005,"Adventure, Horror, Thriller",8 wins & 18 nominations.,71.0,"$26,005,908"
1074,Nomad: The Warrior,2005,"Drama, History, War",Nominated for 1 Golden Globe. Another 1 nomination.,49.0,$0
1083,Madagascar,2005,"Animation, Adventure, Comedy, Family",4 wins & 31 nominations.,57.0,"$193,136,719"
1071,Dark Water,2005,"Drama, Horror, Thriller",5 nominations.,52.0,"$25,416,400"
1059,The Ballad of Jack and Rose,2005,Drama,3 wins & 6 nominations.,59.0,"$578,570"
1088,Valiant,2005,"Animation, Adventure, Comedy, Family, War",2 nominations.,45.0,"$19,355,116"
1089,The Longest Yard,2005,"Comedy, Crime, Sport",2 wins & 17 nominations.,48.0,"$157,900,000"
1085,Star Wars: Episode III - Revenge of the Sith,2005,"Action, Adventure, Fantasy, Sci-Fi",Nominated for 1 Oscar. Another 25 wins & 56 nominations.,68.0,$0
1090,Sahara,2005,"Action, Adventure, Comedy, Thriller",2 wins & 5 nominations.,41.0,"$68,642,452"
1091,The Interpreter,2005,"Crime, Mystery, Thriller",3 wins & 2 nominations.,62.0,"$72,515,360"
1092,The Amityville Horror,2005,"Drama, Horror, Mystery, Thriller",2 wins & 4 nominations.,33.0,"$64,255,243"
1093,King's Ransom,2005,"Comedy, Crime",1 nomination.,11.0,"$3,998,889"
1094,Chicken Tikka Masala,2005,"Comedy, Drama, Romance",1 win & 2 nominations.,0.0,$0
1096,xXx: State of the Union,2005,"Action, Crime, Thriller",1 nomination.,37.0,"$26,082,914"
1086,Sin City,2005,"Crime, Thriller",33 wins & 51 nominations.,74.0,$0
1097,Duma,2005,"Adventure, Drama, Family",1 win.,82.0,"$810,666"
1099,Kingdom of Heaven,2005,"Action, Adventure, Drama, History, War",5 wins & 14 nominations.,63.0,"$47,259,055"
1095,A Lot Like Love,2005,"Comedy, Drama, Romance",1 win & 3 nominations.,48.0,"$21,835,784"
1100,An American Haunting,2005,"Drama, History, Horror, Mystery, Thriller",5 nominations.,38.0,"$16,235,040"
1101,Guess Who,2005,"Comedy, Romance",16 nominations.,49.0,"$67,962,333"
1102,The Matador,2005,"Comedy, Crime, Drama, Thriller",Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,65.0,"$12,449,517"
1103,Monster-in-Law,2005,"Comedy, Romance",1 win & 10 nominations.,31.0,"$82,820,167"
1104,Mad Hot Ballroom,2005,"Documentary, Family, Music",8 wins & 9 nominations.,71.0,"$7,899,271"
1105,Kicking & Screaming,2005,"Comedy, Family, Romance, Sport",7 nominations.,45.0,"$52,580,895"
1106,Down in the Valley,2005,"Drama, Romance, Thriller",1 win.,65.0,"$444,655"
1009,Boogeyman,2005,"Drama, Horror, Mystery, Thriller",none,32.0,"$46,363,118"
1108,Manderlay,2005,Drama,1 win & 15 nominations.,46.0,$0
1098,House of Wax,2005,"Horror, Mystery, Thriller",5 wins & 11 nominations.,41.0,"$32,000,000"
1116,Perfume: The Story of a Murderer,2006,"Crime, Drama",15 wins & 18 nominations.,56.0,"$2,101,584"
1115,A Good Year,2006,"Comedy, Drama, Romance",1 win & 2 nominations.,47.0,"$7,365,004"
1114,Babel,2006,Drama,Won 1 Oscar. Another 41 wins & 134 nominations.,69.0,"$34,237,104"
1134,The Black Dahlia,2006,"Crime, Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 4 wins & 12 nominations.,49.0,"$22,518,325"
1113,Stranger Than Fiction,2006,"Comedy, Drama, Fantasy, Romance",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,67.0,"$40,137,776"
1110,All the King's Men,2006,"Drama, Thriller",1 win & 3 nominations.,37.0,$0
1111,Copying Beethoven,2006,"Biography, Drama, Music",2 wins & 5 nominations.,59.0,"$210,945"
1223,Flushed Away,2006,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 BAFTA Film Award. Another 6 wins & 13 nominations.,74.0,"$64,459,316"
1109,This Is England,2006,"Crime, Drama",Nominated for 1 BAFTA Film Award. Another 13 wins & 15 nominations.,86.0,"$95,849"
1118,Rescue Dawn,2006,"Action, Adventure, Biography, Drama, War",1 win & 6 nominations.,77.0,"$5,300,124"
1112,Lake of Fire,2006,Documentary,14 nominations.,83.0,$0
1119,Happily N'Ever After,2006,"Animation, Adventure, Comedy, Family, Fantasy",1 nomination.,28.0,"$151,873,410"
1129,Facing the Giants,2006,"Drama, Sport",none,38.0,"$10,127,352"
1121,The Queen,2006,"Biography, Drama, History",Won 1 Oscar. Another 94 wins & 95 nominations.,91.0,"$56,222,759"
1122,Beer League,2006,"Comedy, Sport",1 win & 1 nomination.,40.0,"$475,000"
1123,Gridiron Gang,2006,"Crime, Drama, Sport",none,52.0,"$38,432,823"
1124,The Naked Ape,2006,"Drama, Comedy",none,0.0,$0
1125,Jackass Number Two,2006,"Documentary, Action, Comedy",1 nomination.,66.0,"$72,755,517"
1126,Flyboys,2006,"Action, Adventure, Drama, History, Romance, War",2 wins & 3 nominations.,47.0,"$13,048,522"
1127,Children of Men,2006,"Drama, Sci-Fi, Thriller",Nominated for 3 Oscars. Another 48 wins & 76 nominations.,84.0,"$35,100,000"
1128,Open Season,2006,"Animation, Adventure, Comedy, Family, Fantasy",1 win & 9 nominations.,49.0,"$84,300,000"
1130,The History Boys,2006,"Comedy, Drama, Romance",Nominated for 2 BAFTA Film Awards. Another 2 wins & 12 nominations.,74.0,"$2,568,197"
1131,The Departed,2006,"Crime, Drama, Thriller",Won 4 Oscars. Another 92 wins & 135 nominations.,85.0,"$132,300,000"
1136,Zoom,2006,"Action, Adventure, Comedy, Family, Sci-Fi",4 wins & 8 nominations.,26.0,"$11,600,000"
1132,Sherrybaby,2006,Drama,Nominated for 1 Golden Globe. Another 10 wins & 10 nominations.,66.0,$0
1120,School for Scoundrels,2006,Comedy,2 nominations.,44.0,"$17,787,157"
1163,Fido,2006,"Comedy, Drama, Horror, Sci-Fi",13 wins & 15 nominations.,70.0,$0
1140,Who Killed the Electric Car?,2006,Documentary,4 nominations.,70.0,"$1,324,335"
1162,The Fountain,2006,"Drama, Sci-Fi",Nominated for 1 Golden Globe. Another 9 wins & 34 nominations.,51.0,"$10,046,093"
1133,Little Children,2006,"Drama, Romance",Nominated for 3 Oscars. Another 20 wins & 57 nominations.,75.0,"$5,307,219"
1221,Let's Go to Prison,2006,"Comedy, Crime",none,27.0,"$5,525,320"
1138,Love's Abiding Joy,2006,"Drama, Family, Western",none,0.0,"$229,221"
1139,Talladega Nights: The Ballad of Ricky Bobby,2006,"Comedy, Sport",8 wins & 9 nominations.,66.0,"$148,213,377"
1141,Snakes on a Plane,2006,"Action, Thriller",3 wins & 7 nominations.,58.0,"$33,886,034"
1142,The Tooth Fairy,2006,"Horror, Thriller",none,0.0,$0
1143,World Trade Center,2006,"Drama, History, Thriller",4 wins & 8 nominations.,66.0,"$70,236,496"
1144,Kabhi Alvida Naa Kehna,2006,"Drama, Romance",4 wins & 22 nominations.,0.0,"$3,160,978"
1145,Pulse,2006,"Horror, Sci-Fi",1 nomination.,27.0,"$20,230,986"
1146,Half Nelson,2006,Drama,Nominated for 1 Oscar. Another 29 wins & 47 nominations.,85.0,"$2,591,047"
1147,Step Up,2006,"Crime, Drama, Music, Romance",1 win & 3 nominations.,48.0,"$65,269,010"
1148,The Illusionist,2006,"Drama, Mystery, Romance, Thriller",Nominated for 1 Oscar. Another 10 wins & 10 nominations.,68.0,"$39,680,302"
1149,Idlewild,2006,"Crime, Drama, Musical, Romance",1 win & 5 nominations.,55.0,"$12,549,485"
1150,Friends with Money,2006,"Comedy, Drama, Romance",2 wins & 2 nominations.,68.0,$0
1151,Beerfest,2006,Comedy,1 win & 3 nominations.,46.0,"$19,037,418"
1152,Crank,2006,"Action, Crime, Thriller",2 wins & 2 nominations.,57.0,"$27,800,000"
1153,Little Man,2006,Short,4 wins.,0.0,"$58,255,287"
1154,Crossover,2006,"Action, Sport",none,30.0,"$7,009,668"
1155,Black Book,2006,"Drama, Thriller, War",Nominated for 1 BAFTA Film Award. Another 13 wins & 21 nominations.,71.0,"$4,339,526"
1156,Idiocracy,2006,"Adventure, Comedy, Sci-Fi, Thriller",1 nomination.,66.0,"$313,505"
1157,The Last King of Scotland,2006,"Biography, Drama, History, Thriller",Won 1 Oscar. Another 47 wins & 31 nominations.,74.0,"$17,449,410"
1158,The Secret,2006,Documentary,none,0.0,$0
1159,The Namesake,2006,Drama,4 wins & 6 nominations.,82.0,"$13,494,515"
1160,Bobby,2006,"Biography, Drama, History",Nominated for 2 Golden Globes. Another 7 wins & 15 nominations.,54.0,"$11,098,707"
1161,Exiled,2006,"Action, Crime, Thriller",8 wins & 16 nominations.,73.0,$0
1137,DOA: Dead or Alive,2006,"Action, Adventure",1 nomination.,38.0,"$260,713"
1135,The Covenant,2006,"Action, Fantasy, Horror, Thriller",none,19.0,"$23,292,105"
1191,Factory Girl,2006,"Biography, Drama",1 nomination.,45.0,"$1,566,027"
1117,Bella,2006,"Drama, Romance",6 wins.,47.0,"$7,884,317"
1167,Man of the Year,2006,"Comedy, Drama, Romance, Thriller",1 nomination.,39.0,"$37,442,180"
1193,Farce of the Penguins,2006,"Animation, Comedy",none,0.0,$0
1168,The Nativity Story,2006,"Drama, Family, History",3 wins & 3 nominations.,52.0,"$37,617,947"
1170,Miss Potter,2006,"Biography, Drama",Nominated for 1 Golden Globe. Another 5 wins & 4 nominations.,57.0,"$2,893,474"
1171,Apocalypto,2006,"Action, Adventure, Drama, Thriller",Nominated for 3 Oscars. Another 9 wins & 20 nominations.,68.0,"$50,772,724"
1172,Blood Diamond,2006,"Adventure, Drama, Thriller",Nominated for 5 Oscars. Another 8 wins & 26 nominations.,64.0,"$57,300,000"
1173,Unaccompanied Minors,2006,"Adventure, Comedy, Family, Romance",1 win & 3 nominations.,43.0,"$16,614,132"
1174,The Good German,2006,"Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 3 wins & 4 nominations.,49.0,"$891,721"
1175,The Holiday,2006,"Comedy, Romance",2 wins & 7 nominations.,52.0,"$63,224,849"
1176,Black Snake Moan,2006,"Drama, Music",1 win & 7 nominations.,52.0,"$9,262,318"
1177,The Painted Veil,2006,"Drama, Romance",Won 1 Golden Globe. Another 10 wins & 13 nominations.,69.0,"$7,932,205"
1178,300,2006,"Action, Fantasy",17 wins & 45 nominations.,52.0,"$210,500,000"
1169,London to Brighton,2006,"Crime, Drama, Thriller",6 wins & 6 nominations.,55.0,$0
1180,We Are Marshall,2006,"Drama, Sport",1 nomination.,53.0,"$43,532,294"
1179,Smokin' Aces,2006,"Action, Crime, Drama, Thriller",4 wins.,45.0,"$35,600,000"
1189,Notes on a Scandal,2006,"Crime, Drama, Romance, Thriller",Nominated for 4 Oscars. Another 15 wins & 68 nominations.,73.0,"$17,400,000"
1188,Dreamgirls,2006,"Drama, Music, Musical",Won 2 Oscars. Another 66 wins & 91 nominations.,76.0,"$103,300,000"
1187,Curse of the Golden Flower,2006,"Action, Drama, Romance",Nominated for 1 Oscar. Another 13 wins & 33 nominations.,70.0,"$6,466,942"
1190,Poultrygeist: Night of the Chicken Dead,2006,"Comedy, Horror, Musical, Sci-Fi",none,0.0,$0
1185,Letters from Iwo Jima,2006,"Drama, History, War",Won 1 Oscar. Another 23 wins & 37 nominations.,89.0,"$13,600,000"
