,Title,Year,Genre,Awards,Metascore,BoxOffice
1912,Hotel for Dogs,2009,"Comedy, Family",2 wins & 2 nominations.,51.0,"$73,023,275"
1913,The Greatest,2009,"Drama, Romance",3 nominations.,45.0,$0
1914,I Love You Phillip Morris,2009,"Biography, Comedy, Crime, Drama, Romance",6 wins & 11 nominations.,65.0,"$2,026,852"
1915,Motherhood,2009,"Comedy, Drama",1 win.,34.0,"$50,081"
1916,Underworld: Rise of the Lycans,2009,"Action, Adventure, Fantasy, Sci-Fi, Thriller",none,44.0,"$45,802,315"
1917,Ink,2009,"Action, Drama, Fantasy, Sci-Fi",1 win & 1 nomination.,0.0,$0
1918,Brothers,2009,"Drama, War",Nominated for 2 Golden Globes. Another 4 wins & 13 nominations.,58.0,"$28,501,651"
1919,New in Town,2009,"Comedy, Romance",none,29.0,"$16,699,684"
1896,Next Day Air,2009,"Action, Comedy, Crime",none,46.0,"$10,017,041"
1909,The Missing Person,2009,Drama,1 win & 3 nominations.,57.0,$0
1895,The Open Road,2009,"Comedy, Drama",none,47.0,$0
1910,Brooklyn's Finest,2009,"Crime, Drama, Thriller",1 win & 10 nominations.,43.0,"$26,746,443"
1977,The White Ribbon,2009,"Drama, History, Mystery, Thriller",Nominated for 2 Oscars. Another 58 wins & 39 nominations.,82.0,"$2,077,054"
1902,Daybreakers,2009,"Action, Fantasy, Horror, Sci-Fi, Thriller",3 wins & 6 nominations.,57.0,"$30,000,000"
1956,The Devil's Tomb,2009,"Action, Horror, Sci-Fi",none,0.0,$0
1927,Coco Before Chanel,2009,"Biography, Drama",Nominated for 1 Oscar. Another 5 wins & 19 nominations.,65.0,"$5,997,682"
1928,Away We Go,2009,"Comedy, Drama, Romance",3 wins & 10 nominations.,58.0,"$9,400,000"
1929,The Hangover,2009,Comedy,Won 1 Golden Globe. Another 12 wins & 25 nominations.,73.0,"$277,313,371"
1930,Land of the Lost,2009,"Adventure, Comedy, Sci-Fi",2 wins & 9 nominations.,32.0,"$49,392,095"
1931,Tidal Wave,2009,"Action, Drama",4 wins & 12 nominations.,0.0,$0
1932,A Perfect Getaway,2009,"Adventure, Mystery, Thriller",1 nomination.,63.0,"$15,536,310"
1933,Saint John of Las Vegas,2009,"Comedy, Drama",none,32.0,"$72,245"
1934,Moon,2009,"Drama, Mystery, Sci-Fi",Won 1 BAFTA Film Award. Another 26 wins & 33 nominations.,67.0,"$4,785,434"
1935,Hachi: A Dog's Tale,2009,"Drama, Family",1 nomination.,0.0,$0
1936,Year One,2009,"Adventure, Comedy",1 nomination.,34.0,"$43,337,279"
1937,Exam,2009,"Horror, Mystery, Thriller",Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,0.0,$0
1953,The Proposal,2009,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,48.0,"$163,900,057"
1926,Not Easily Broken,2009,"Drama, Romance",1 win & 2 nominations.,43.0,"$10,572,742"
1938,Whatever Works,2009,"Comedy, Romance",2 wins.,45.0,"$5,300,000"
1941,My Sister's Keeper,2009,"Drama, Family",4 wins & 3 nominations.,51.0,"$49,069,310"
1942,Ice Age: Dawn of the Dinosaurs,2009,"Animation, Action, Adventure, Comedy, Family",3 wins & 13 nominations.,50.0,"$124,605,432"
1943,Public Enemies,2009,"Biography, Crime, Drama, Romance",1 win & 14 nominations.,70.0,"$97,000,000"
1944,Harry Potter and the Half-Blood Prince,2009,"Adventure, Family, Fantasy, Mystery",Nominated for 1 Oscar. Another 8 wins & 35 nominations.,78.0,"$301,920,409"
1945,Brüno,2009,Comedy,2 wins & 5 nominations.,54.0,"$59,992,760"
1946,"I Love You, Beth Cooper",2009,"Comedy, Romance",1 win & 1 nomination.,32.0,"$14,800,000"
1947,Not a Love Story: Making (500) Days of Summer,2009,"Documentary, Short",none,0.0,$0
1948,City of Life and Death,2009,"Drama, History, War",10 wins & 10 nominations.,85.0,"$68,767"
1949,Aliens in the Attic,2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",2 nominations.,42.0,"$24,967,943"
1951,Orphan,2009,"Horror, Mystery, Thriller",1 win & 7 nominations.,42.0,"$41,472,886"
1939,Imagine That,2009,"Comedy, Drama, Family, Fantasy",1 win & 2 nominations.,54.0,"$16,088,610"
1925,State of Play,2009,"Crime, Drama, Mystery, Thriller",2 wins & 4 nominations.,64.0,"$36,965,395"
1940,Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 15 wins & 27 nominations.,35.0,"$402,076,689"
1952,B-Girl,2009,"Drama, Music, Romance",1 win.,0.0,$0
1950,Adam,2009,"Comedy, Drama, Romance",2 wins & 2 nominations.,56.0,"$2,121,118"
1924,The Cry of the Owl,2009,"Drama, Thriller",none,0.0,$0
1954,Dogtooth,2009,"Drama, Horror, Thriller",Nominated for 1 Oscar. Another 20 wins & 16 nominations.,73.0,"$110,197"
1958,The Eclipse,2009,"Drama, Horror, Romance",5 wins & 10 nominations.,67.0,$0
1960,The Soloist,2009,"Biography, Drama, Music",1 win & 3 nominations.,61.0,"$31,670,931"
1961,2:13,2009,"Mystery, Thriller",none,0.0,$0
1962,Crying with Laughter,2009,Thriller,2 wins & 3 nominations.,0.0,$0
1963,The Good Guy,2009,"Comedy, Romance",none,47.0,"$34,712"
1964,The House of the Devil,2009,Horror,3 wins & 6 nominations.,73.0,$0
1965,X-Men Origins: Wolverine,2009,"Action, Adventure, Sci-Fi, Thriller",3 wins & 18 nominations.,40.0,"$179,737,340"
1966,Enter the Void,2009,"Drama, Fantasy",3 wins & 7 nominations.,69.0,"$336,467"
1967,Star Trek,2009,"Action, Adventure, Sci-Fi",Won 1 Oscar. Another 23 wins & 92 nominations.,82.0,"$257,704,099"
1955,G-Force,2009,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",1 win & 1 nomination.,41.0,"$119,420,252"
1968,Angels & Demons,2009,"Mystery, Thriller",1 win & 5 nominations.,48.0,"$133,375,846"
1959,Don McKay,2009,"Drama, Mystery, Thriller",none,50.0,$0
1971,The Ugly Truth,2009,"Comedy, Romance",3 wins & 5 nominations.,28.0,"$88,915,214"
1969,Black Water Transit,2009,"Crime, Drama",none,0.0,$0
1970,Up,2009,"Animation, Adventure, Comedy, Family",Won 2 Oscars. Another 74 wins & 81 nominations.,88.0,"$292,979,556"
1981,Dance Flick,2009,"Action, Comedy, Music",none,40.0,"$25,615,792"
1980,I Come with the Rain,2009,Thriller,none,0.0,$0
1979,Veronika Decides to Die,2009,"Drama, Romance",none,0.0,$0
1978,Agora,2009,"Adventure, Biography, Drama, History, Romance",11 wins & 14 nominations.,55.0,"$600,000"
1957,The Exploding Girl,2009,Drama,2 wins & 4 nominations.,69.0,$0
1976,Steppin: The Movie,2009,"Comedy, Music",1 nomination.,0.0,$0
1972,Fish Tank,2009,Drama,20 wins & 28 nominations.,81.0,"$187,074"
1975,Wild Grass,2009,"Drama, Romance",2 wins & 10 nominations.,65.0,"$403,649"
1974,Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Comedy, Family, Fantasy",2 wins & 9 nominations.,42.0,"$177,118,775"
1973,Terminator Salvation,2009,"Action, Adventure, Sci-Fi",2 wins & 13 nominations.,49.0,"$125,286,889"
1866,Madea Goes to Jail,2009,"Comedy, Crime, Drama",1 win & 4 nominations.,50.0,"$90,485,233"
1991,Never Let Me Go,2010,"Drama, Romance, Sci-Fi",7 wins & 26 nominations.,69.0,"$2,412,045"
1990,Insidious,2010,"Horror, Mystery, Thriller",8 wins & 15 nominations.,52.0,"$53,700,000"
1989,Made in Dagenham,2010,"Biography, Comedy, Drama, History",Nominated for 3 BAFTA Film Awards. Another 3 wins & 14 nominations.,65.0,"$1,094,798"
1987,Easy A,2010,"Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,72.0,"$58,401,464"
1986,Trust,2010,"Crime, Drama, Thriller",1 win & 3 nominations.,60.0,"$117,623"
1985,The Conspirator,2010,"Crime, Drama, History",2 wins & 3 nominations.,55.0,"$11,538,204"
1984,Brighton Rock,2010,"Crime, Drama, Thriller",1 win & 8 nominations.,57.0,"$223,887"
1983,Scott Pilgrim vs. the World,2010,"Action, Comedy, Fantasy, Romance",17 wins & 62 nominations.,69.0,"$31,494,270"
2090,Tangled,2010,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Nominated for 1 Oscar. Another 9 wins & 40 nominations.,71.0,"$200,803,309"
1988,Beginners,2010,"Comedy, Drama, Romance",Won 1 Oscar. Another 34 wins & 29 nominations.,81.0,"$5,764,842"
1992,Alpha and Omega,2010,"Animation, Adventure, Comedy, Family, Romance",1 nomination.,36.0,"$25,077,977"
1993,Casino Jack,2010,"Biography, Comedy, Crime, Drama",Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,51.0,"$1,039,869"
1995,Resident Evil: Afterlife,2010,"Action, Adventure, Horror, Sci-Fi",2 wins & 8 nominations.,37.0,"$60,128,566"
1996,You Again,2010,"Comedy, Family, Romance",2 wins.,28.0,"$25,677,801"
1997,Buried,2010,"Drama, Mystery, Thriller",15 wins & 32 nominations.,65.0,"$200,000"
1999,Stake Land,2010,"Drama, Horror, Sci-Fi",2 wins & 11 nominations.,66.0,"$18,469"
2000,Let Me In,2010,"Drama, Fantasy, Horror, Mystery, Thriller",14 wins & 28 nominations.,79.0,"$12,134,420"
2001,Freakonomics,2010,Documentary,1 nomination.,58.0,"$67,674"
2002,Lies in Plain Sight,2010,Drama,3 wins & 4 nominations.,0.0,$0
2003,The Town,2010,"Crime, Drama, Thriller",Nominated for 1 Oscar. Another 9 wins & 45 nominations.,74.0,"$92,173,235"
2006,Meek's Cutoff,2010,"Drama, Western",7 wins & 11 nominations.,85.0,"$977,600"
2004,Super,2010,"Action, Comedy, Drama",1 win.,50.0,"$200,000"
2005,Incendies,2010,"Drama, Mystery, War",Nominated for 1 Oscar. Another 39 wins & 15 nominations.,80.0,"$6,857,096"
2033,Piranha 3D,2010,"Comedy, Horror",2 wins & 12 nominations.,53.0,"$24,900,000"
1998,The Social Network,2010,"Biography, Drama",Won 3 Oscars. Another 165 wins & 168 nominations.,95.0,"$96,400,000"
2023,The Last Exorcism,2010,"Drama, Horror, Thriller",7 wins & 10 nominations.,63.0,"$40,990,055"
2008,Standing Ovation,2010,Musical,none,22.0,"$531,806"
2010,The Extra Man,2010,Comedy,none,56.0,"$453,079"
1994,Sarah's Key,2010,"Drama, War",4 wins & 5 nominations.,59.0,"$7,691,700"
2011,The Expendables,2010,"Action, Adventure, Thriller",3 wins & 5 nominations.,45.0,"$102,981,571"
2012,A Turtle's Tale: Sammy's Adventures,2010,"Animation, Adventure, Family",1 nomination.,0.0,"$1,487,325"
2013,Step Up 3D,2010,"Drama, Music, Romance",2 nominations.,45.0,"$42,385,520"
2014,The Other Guys,2010,"Action, Comedy, Crime",3 wins & 15 nominations.,64.0,"$119,219,978"
2015,Flipped,2010,"Comedy, Drama, Romance",2 wins & 2 nominations.,45.0,"$1,752,214"
2016,Eat Pray Love,2010,"Drama, Romance",2 wins & 2 nominations.,50.0,"$80,574,010"
2017,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",Nominated for 1 Golden Globe. Another 1 win & 16 nominations.,53.0,"$104,383,624"
2018,Vampires Suck,2010,Comedy,7 nominations.,18.0,"$36,300,000"
2019,The King's Speech,2010,"Biography, Drama, History",Won 4 Oscars. Another 102 wins & 194 nominations.,88.0,"$138,300,000"
2007,Ramona and Beezus,2010,"Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,56.0,"$26,161,406"
2020,Lottery Ticket,2010,Comedy,none,50.0,"$24,708,699"
2022,Takers,2010,"Action, Crime, Thriller",2 wins & 6 nominations.,45.0,"$57,744,720"
2024,Dinner for Schmucks,2010,Comedy,1 nomination.,56.0,"$72,980,108"
2025,The American,2010,"Crime, Drama, Thriller",3 nominations.,61.0,"$35,596,227"
2026,Death Calls,2010,"Action, Adventure, Mystery",none,0.0,$0
2027,Going the Distance,2010,"Comedy, Romance",none,51.0,"$17,797,316"
2028,Reign of Assassins,2010,"Action, Adventure",2 wins & 18 nominations.,0.0,$0
2029,Machete,2010,"Action, Crime, Thriller",2 wins & 6 nominations.,60.0,"$26,200,000"
2030,Wall Street: Money Never Sleeps,2010,Drama,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,59.0,"$52,474,616"
2031,Somewhere,2010,"Comedy, Drama",4 wins & 7 nominations.,67.0,"$1,768,416"
2032,Salt,2010,"Action, Mystery, Thriller",Nominated for 1 Oscar. Another 4 wins & 15 nominations.,65.0,"$118,311,368"
2009,Stone,2010,"Drama, Thriller",none,58.0,"$1,796,024"
2021,Secretariat,2010,"Biography, Drama, Family, History, Sport",3 wins & 6 nominations.,61.0,"$59,699,513"
2034,Womb,2010,"Drama, Romance, Sci-Fi",1 win & 1 nomination.,48.0,$0
2061,Submarine,2010,"Comedy, Drama, Romance",Nominated for 1 BAFTA Film Award. Another 6 wins & 14 nominations.,76.0,"$400,000"
2036,Rust,2010,Drama,none,0.0,$0
2039,All Good Things,2010,"Crime, Drama, Mystery, Romance, Thriller",1 nomination.,57.0,"$578,382"
2040,The Tourist,2010,"Action, Adventure, Crime, Mystery, Romance, Thriller",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,37.0,"$67,631,157"
2041,Redemption Road,2010,Drama,none,44.0,"$25,840"
2042,TRON: Legacy,2010,"Action, Adventure, Fantasy, Sci-Fi",Nominated for 1 Oscar. Another 10 wins & 49 nominations.,49.0,"$172,051,787"
2043,"Ultramarines: A Warhammer 40,000 Movie",2010,"Animation, Action, Fantasy, Horror, Mystery, Sci-Fi, Thriller",none,0.0,$0
2044,The Tempest,2010,"Comedy, Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 2 wins & 3 nominations.,43.0,"$277,515"
2045,Yogi Bear,2010,"Animation, Adventure, Comedy, Family",2 wins & 1 nomination.,35.0,"$100,169,068"
2046,Rabbit Hole,2010,Drama,Nominated for 1 Oscar. Another 7 wins & 40 nominations.,76.0,"$2,221,809"
2047,The Fighter,2010,"Biography, Drama, Sport",Won 2 Oscars. Another 72 wins & 116 nominations.,79.0,"$93,571,803"
2048,How Do You Know,2010,"Comedy, Drama, Romance",2 nominations.,46.0,"$30,212,620"
2038,Beyond the Black Rainbow,2010,"Horror, Sci-Fi, Thriller",5 wins.,49.0,"$56,129"
2037,Black Swan,2010,"Drama, Thriller",Won 1 Oscar. Another 91 wins & 257 nominations.,79.0,"$106,952,327"
2050,Country Strong,2010,"Drama, Music",Nominated for 1 Oscar. Another 1 win & 7 nominations.,45.0,"$20,218,921"
2052,Gulliver's Travels,2010,"Adventure, Comedy, Family, Fantasy",3 nominations.,33.0,"$42,776,259"
2053,Blue Valentine,2010,"Drama, Romance",Nominated for 1 Oscar. Another 9 wins & 52 nominations.,81.0,"$9,600,000"
2054,The Last Godfather,2010,Comedy,none,0.0,"$163,591"
2055,Mooz-Lum,2010,"Drama, Family",7 nominations.,48.0,$0
2056,The Grace Card,2010,Drama,1 nomination.,43.0,"$2,428,241"
2057,Dylan Dog: Dead of Night,2010,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",1 nomination.,31.0,"$856,849"
2058,Griff the Invisible,2010,"Comedy, Drama, Romance, Sci-Fi",1 win & 1 nomination.,49.0,"$20,906"
2059,The 5th Quarter,2010,"Biography, Drama, Sport",1 win & 1 nomination.,0.0,"$399,611.00"
2060,Shark Night,2010,Documentary,none,0.0,$0
2049,Little Fockers,2010,"Comedy, Romance",3 wins & 5 nominations.,27.0,"$148,383,780"
2089,The Names of Love,2010,"Comedy, Drama, Romance",3 wins & 4 nominations.,62.0,"$513,836"
2051,True Grit,2010,"Adventure, Drama, Western",Nominated for 10 Oscars. Another 37 wins & 153 nominations.,80.0,"$171,031,347"
1982,The Virginity Hit,2010,Comedy,none,40.0,"$535,249"
2062,The Warrior's Way,2010,"Action, Fantasy, Western",none,45.0,"$5,664,251"
2063,Animals United,2010,"Animation, Adventure, Comedy, Family",2 wins & 2 nominations.,0.0,"$550,851"
2065,The Christmas Bunny,2010,"Drama, Family",none,0.0,$0
2066,Inside Job,2010,"Documentary, Crime",Won 1 Oscar. Another 7 wins & 26 nominations.,88.0,"$4,311,834"
2067,My Soul to Take,2010,"Horror, Mystery, Thriller",1 nomination.,25.0,"$14,637,490"
2068,RED,2010,"Action, Comedy, Crime, Thriller",Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,60.0,"$88,900,000"
2069,Jackass 3D,2010,"Documentary, Action, Comedy",1 win & 4 nominations.,56.0,"$117,222,007"
2070,Hereafter,2010,"Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 4 wins & 13 nominations.,56.0,"$32,741,596"
2071,Everything Must Go,2010,"Comedy, Drama",none,65.0,"$2,711,210"
2072,N-Secure,2010,"Crime, Drama, Thriller",none,0.0,"$2,592,808"
2073,Little White Lies,2010,"Comedy, Drama",4 nominations.,50.0,"$183,662"
2074,Biutiful,2010,"Drama, Romance",Nominated for 2 Oscars. Another 18 wins & 45 nominations.,58.0,"$5,100,937"
